,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
1642,mxnet.ndarray.contrib.BilinearResize2D,scale_height,DF: _Null,DEFAULT Null,,,,,,
1643,mxnet.ndarray.Convolution,cudnn_off,DF: _Null,DEFAULT Null,,,,,,
1644,mxnet.ndarray.max_axis,axis,DF: _Null,DEFAULT Null,,,,,,
1645,mxnet.ndarray.Softmax,multi_output,DF: _Null,DEFAULT Null,,,,,,
1646,mxnet.ndarray.Embedding,dtype,DF: _Null,DEFAULT Null,,,,,,
1647,mxnet.ndarray.SVMOutput,margin,DF: _Null,DEFAULT Null,,,,,,
1648,mxnet.ndarray.random_exponential,lam,DF: _Null,DEFAULT Null,,,,,,
1649,mxnet.ndarray.op.rmsprop_update,lr,DF: _Null,DEFAULT Null,,,,,,
1650,mxnet.ndarray.BilinearSampler,cudnn_off,DF: _Null,DEFAULT Null,,,,,,
1651,mxnet.ndarray.op.broadcast_axes,axis,DF: _Null,DEFAULT Null,,,,,,
1652,mxnet.ndarray.softmax,axis,DF: _Null,DEFAULT Null,,,,,,
1653,mxnet.ndarray.split,squeeze_axis,DF: _Null,DEFAULT Null,,,,,,
1654,mxnet.ndarray.contrib.SyncBatchNorm,eps,DF: _Null,DEFAULT Null,,,,,,
1655,mxnet.ndarray.op.LogisticRegressionOutput,grad_scale,DF: _Null,DEFAULT Null,,,,,,
1656,mxnet.contrib.ndarray.DeformableConvolution,stride,DF: _Null,DEFAULT Null,,,,,,
1657,mxnet.ndarray.reverse,axis,DF: _Null,DEFAULT Null,,,,,,
1658,mxnet.ndarray.sparse.adam_update,beta2,DF: _Null,DEFAULT Null,,,,,,
1659,mxnet.ndarray.ftml_update,clip_grad,DF: _Null,DEFAULT Null,,,,,,
1660,mxnet.ndarray.ftml_update,wd,DF: _Null,DEFAULT Null,,,,,,
1661,mxnet.ndarray.mp_nag_mom_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1662,mxnet.ndarray.tile,reps,DF: _Null,DEFAULT Null,,,,,,
1663,mxnet.contrib.ndarray.BilinearResize2D,mode,DF: _Null,DEFAULT Null,,,,,,
1664,mxnet.ndarray.op.Convolution,num_group,DF: _Null,DEFAULT Null,,,,,,
1665,mxnet.ndarray.linalg.gemm2,transpose_a,DF: _Null,DEFAULT Null,,,,,,
1666,mxnet.ndarray.sparse.LogisticRegressionOutput,grad_scale,DF: _Null,DEFAULT Null,,,,,,
1667,mxnet.ndarray.Embedding,sparse_grad,DF: _Null,DEFAULT Null,,,,,,
1668,mxnet.ndarray.op.amp_cast,dtype,DF: _Null,DEFAULT Null,,,,,,
1669,mxnet.ndarray.op.one_hot,depth,DF: _Null,DEFAULT Null,,,,,,
1670,mxnet.ndarray.contrib.box_non_maximum_suppression,force_suppress,DF: _Null,DEFAULT Null,,,,,,
1671,mxnet.ndarray.signum_update,wd_lh,DF: _Null,DEFAULT Null,,,,,,
1672,mxnet.ndarray.Pooling,global_pool,DF: _Null,DEFAULT Null,,,,,,
1673,mxnet.contrib.ndarray.box_nms,background_id,DF: _Null,DEFAULT Null,,,,,,
1674,mxnet.ndarray.Softmax,out_grad,DF: _Null,DEFAULT Null,,,,,,
1675,mxnet.ndarray.contrib.MultiBoxTarget,overlap_threshold,DF: _Null,DEFAULT Null,,,,,,
1676,mxnet.ndarray.contrib.SyncBatchNorm,output_mean_var,DF: _Null,DEFAULT Null,,,,,,
1677,mxnet.contrib.ndarray.arange_like,step,DF: _Null,DEFAULT Null,,,,,,
1678,mxnet.ndarray.sparse.mean,keepdims,DF: _Null,DEFAULT Null,,,,,,
1679,mxnet.ndarray.op.Softmax,out_grad,DF: _Null,DEFAULT Null,,,,,,
1680,mxnet.ndarray.op.signum_update,wd_lh,DF: _Null,DEFAULT Null,,,,,,
1681,mxnet.ndarray.contrib.quantized_conv,cudnn_off,DF: _Null,DEFAULT Null,,,,,,
1682,mxnet.ndarray.linalg_extracttrian,offset,DF: _Null,DEFAULT Null,,,,,,
1683,mxnet.contrib.ndarray.DeformableConvolution,no_bias,DF: _Null,DEFAULT Null,,,,,,
1684,mxnet.ndarray.contrib.Proposal,output_score,DF: _Null,DEFAULT Null,,,,,,
1685,mxnet.ndarray.op.moments,keepdims,DF: _Null,DEFAULT Null,,,,,,
1686,mxnet.contrib.ndarray.DeformableConvolution,kernel,DF: _Null,DEFAULT Null,,,,,,
1687,mxnet.ndarray.SoftmaxOutput,use_ignore,DF: _Null,DEFAULT Null,,,,,,
1688,mxnet.ndarray.take,axis,DF: _Null,DEFAULT Null,,,,,,
1689,mxnet.ndarray.reshape_like,rhs_begin,DF: _Null,DEFAULT Null,,,,,,
1690,mxnet.ndarray.contrib.quantize_v2,min_calib_range,DF: _Null,DEFAULT Null,,,,,,
1691,mxnet.ndarray.softmin,use_length,DF: _Null,DEFAULT Null,,,,,,
1692,mxnet.ndarray.op.scatter_nd,shape,DF: _Null,DEFAULT Null,,,,,,
1693,mxnet.ndarray.random.exponential_like,lam,DF: _Null,DEFAULT Null,,,,,,
1694,mxnet.ndarray.contrib.box_nms,in_format,DF: _Null,DEFAULT Null,,,,,,
1695,mxnet.ndarray.op.SequenceReverse,axis,DF: _Null,DEFAULT Null,,,,,,
1696,mxnet.ndarray.sparse.FullyConnected,num_hidden,DF: _Null,DEFAULT Null,,,,,,
1697,mxnet.ndarray.RNN,lstm_state_clip_max,DF: _Null,DEFAULT Null,,,,,,
1698,mxnet.ndarray.squeeze,axis,DF: _Null,DEFAULT Null,,,,,,
1699,mxnet.ndarray.contrib.Proposal,feature_stride,DF: _Null,DEFAULT Null,,,,,,
1700,mxnet.ndarray.contrib.MultiProposal,rpn_min_size,DF: _Null,DEFAULT Null,,,,,,
1701,mxnet.contrib.ndarray.CTCLoss,blank_label,DF: _Null,DEFAULT Null,,,,,,
1702,mxnet.ndarray.nansum,exclude,DF: _Null,DEFAULT Null,,,,,,
1703,mxnet.contrib.ndarray.fft,compute_size,DF: _Null,DEFAULT Null,,,,,,
1704,mxnet.ndarray.op.mp_lamb_update_phase2,lr,DF: _Null,DEFAULT Null,,,,,,
1705,mxnet.ndarray.op.smooth_l1,scalar,DF: _Null,DEFAULT Null,,,,,,
1706,mxnet.ndarray.op.ftml_update,epsilon,DF: _Null,DEFAULT Null,,,,,,
1707,mxnet.ndarray.op.adam_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1708,mxnet.contrib.ndarray.DeformablePSROIPooling,part_size,DF: _Null,DEFAULT Null,,,,,,
1709,mxnet.ndarray.op.random_negative_binomial,shape,DF: _Null,DEFAULT Null,,,,,,
1710,mxnet.ndarray.op.RNN,mode,DF: _Null,DEFAULT Null,,,,,,
1711,mxnet.ndarray.op.SequenceMask,axis,DF: _Null,DEFAULT Null,,,,,,
1712,mxnet.contrib.ndarray.quantized_conv,num_group,DF: _Null,DEFAULT Null,,,,,,
1713,mxnet.ndarray.op.FullyConnected,no_bias,DF: _Null,DEFAULT Null,,,,,,
1714,mxnet.ndarray.SoftmaxOutput,out_grad,DF: _Null,DEFAULT Null,,,,,,
1715,mxnet.ndarray.op.Dropout,mode,DF: _Null,DEFAULT Null,,,,,,
1716,mxnet.ndarray.random_randint,shape,DF: _Null,DEFAULT Null,,,,,,
1717,mxnet.ndarray.mp_sgd_update,lazy_update,DF: _Null,DEFAULT Null,,,,,,
1718,mxnet.ndarray.op.dot,transpose_b,DF: _Null,DEFAULT Null,,,,,,
1719,mxnet.ndarray.MAERegressionOutput,grad_scale,DF: _Null,DEFAULT Null,,,,,,
1720,mxnet.ndarray.contrib.MultiBoxDetection,nms_threshold,DF: _Null,DEFAULT Null,,,,,,
1721,mxnet.contrib.ndarray.quantized_pooling,count_include_pad,DF: _Null,DEFAULT Null,,,,,,
1722,mxnet.ndarray.space_to_depth,block_size,DF: _Null,DEFAULT Null,,,,,,
1723,mxnet.ndarray.op.ftml_update,beta2,DF: _Null,DEFAULT Null,,,,,,
1724,mxnet.contrib.ndarray.quantized_batch_norm,axis,DF: _Null,DEFAULT Null,,,,,,
1725,mxnet.contrib.ndarray.Proposal,scales,DF: _Null,DEFAULT Null,,,,,,
1726,mxnet.contrib.ndarray.DeformablePSROIPooling,group_size,DF: _Null,DEFAULT Null,,,,,,
1727,mxnet.ndarray.argmax,keepdims,DF: _Null,DEFAULT Null,,,,,,
1728,mxnet.ndarray.image.random_color_jitter,contrast,DF: _Null,DEFAULT Null,,,,,,
1729,mxnet.ndarray.image.random_color_jitter,saturation,DF: _Null,DEFAULT Null,,,,,,
1730,mxnet.ndarray.hard_sigmoid,alpha,DF: _Null,DEFAULT Null,,,,,,
1731,mxnet.ndarray.op.Pooling,layout,DF: _Null,DEFAULT Null,,,,,,
1732,mxnet.contrib.ndarray.PSROIPooling,output_dim,DF: _Null,DEFAULT Null,,,,,,
1733,mxnet.ndarray.op.softmax,dtype,DF: _Null,DEFAULT Null,,,,,,
1734,mxnet.ndarray.op.reshape_like,lhs_begin,DF: _Null,DEFAULT Null,,,,,,
1735,mxnet.contrib.ndarray.quantized_conv,cudnn_tune,DF: _Null,DEFAULT Null,,,,,,
1736,mxnet.ndarray.op.multi_lars,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1737,mxnet.ndarray.pad,pad_width,DF: _Null,DEFAULT Null,,,,,,
1738,mxnet.ndarray.op.sgd_mom_update,momentum,DF: _Null,DEFAULT Null,,,,,,
1739,mxnet.ndarray.softmax,dtype,DF: _Null,DEFAULT Null,,,,,,
1740,mxnet.ndarray.rmsprop_update,epsilon,DF: _Null,DEFAULT Null,,,,,,
1741,mxnet.ndarray.contrib.SyncBatchNorm,momentum,DF: _Null,DEFAULT Null,,,,,,
1742,mxnet.ndarray.min,axis,DF: _Null,DEFAULT Null,,,,,,
1743,mxnet.ndarray.op.mp_lamb_update_phase1,wd,DF: _Null,DEFAULT Null,,,,,,
1744,mxnet.ndarray.op.L2Normalization,eps,DF: _Null,DEFAULT Null,,,,,,
1745,mxnet.ndarray.op.swapaxes,dim1,DF: _Null,DEFAULT Null,,,,,,
1746,mxnet.image.copyMakeBorder,top,DF: _Null,DEFAULT Null,,,,,,
1747,mxnet.ndarray.op.ftrl_update,beta,DF: _Null,DEFAULT Null,,,,,,
1748,mxnet.ndarray.Deconvolution,num_filter,DF: _Null,DEFAULT Null,,,,,,
1749,mxnet.ndarray.linalg.trmm,transpose,DF: _Null,DEFAULT Null,,,,,,
1750,mxnet.ndarray.op.clip,a_max,DF: _Null,DEFAULT Null,,,,,,
1751,mxnet.ndarray.CTCLoss,use_label_lengths,DF: _Null,DEFAULT Null,,,,,,
1752,mxnet.ndarray.op.random_uniform,dtype,DF: _Null,DEFAULT Null,,,,,,
1753,mxnet.ndarray.op.MakeLoss,valid_thresh,DF: _Null,DEFAULT Null,,,,,,
1754,mxnet.ndarray.contrib.MultiBoxTarget,negative_mining_thresh,DF: _Null,DEFAULT Null,,,,,,
1755,mxnet.ndarray.Correlation,stride2,DF: _Null,DEFAULT Null,,,,,,
1756,mxnet.ndarray.op.BilinearSampler,cudnn_off,DF: _Null,DEFAULT Null,,,,,,
1757,mxnet.ndarray.image.normalize,mean,DF: _Null,DEFAULT Null,,,,,,
1758,mxnet.contrib.ndarray.Proposal,rpn_post_nms_top_n,DF: _Null,DEFAULT Null,,,,,,
1759,mxnet.ndarray.op.BatchNorm,momentum,DF: _Null,DEFAULT Null,,,,,,
1760,mxnet.ndarray.random_generalized_negative_binomial,mu,DF: _Null,DEFAULT Null,,,,,,
1761,mxnet.contrib.ndarray.MultiBoxPrior,steps,DF: _Null,DEFAULT Null,,,,,,
1762,mxnet.ndarray.op.random_generalized_negative_binomial,ctx,DF: _Null,DEFAULT Null,,,,,,
1763,mxnet.ndarray.contrib.MultiBoxDetection,clip,DF: _Null,DEFAULT Null,,,,,,
1764,mxnet.ndarray.random.negative_binomial,shape,DF: _Null,DEFAULT Null,,,,,,
1765,mxnet.ndarray.contrib.quadratic,b,DF: _Null,DEFAULT Null,,,,,,
1766,mxnet.ndarray.contrib.box_nms,force_suppress,DF: _Null,DEFAULT Null,,,,,,
1767,mxnet.ndarray.contrib.DeformablePSROIPooling,trans_std,DF: _Null,DEFAULT Null,,,,,,
1768,mxnet.ndarray.SequenceReverse,use_sequence_length,DF: _Null,DEFAULT Null,,,,,,
1769,mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,heads,DF: _Null,DEFAULT Null,,,,,,
1770,mxnet.ndarray.ROIPooling,pooled_size,DF: _Null,DEFAULT Null,,,,,,
1771,mxnet.ndarray.linalg.trsm,alpha,DF: _Null,DEFAULT Null,,,,,,
1772,mxnet.ndarray.op.random_pdf_gamma,is_log,DF: _Null,DEFAULT Null,,,,,,
1773,mxnet.ndarray.op.Pooling,pad,DF: _Null,DEFAULT Null,,,,,,
1774,mxnet.ndarray.linalg_trmm,rightside,DF: _Null,DEFAULT Null,,,,,,
1775,mxnet.ndarray.contrib.allclose,atol,DF: _Null,DEFAULT Null,,,,,,
1776,mxnet.ndarray.sgd_mom_update,momentum,DF: _Null,DEFAULT Null,,,,,,
1777,mxnet.ndarray.op.multi_lars,eta,DF: _Null,DEFAULT Null,,,,,,
1778,mxnet.ndarray.nag_mom_update,wd,DF: _Null,DEFAULT Null,,,,,,
1779,mxnet.contrib.ndarray.quantized_pooling,pool_type,DF: _Null,DEFAULT Null,,,,,,
1780,mxnet.ndarray.linalg_syrk,alpha,DF: _Null,DEFAULT Null,,,,,,
1781,mxnet.ndarray.Pooling,pooling_convention,DF: _Null,DEFAULT Null,,,,,,
1782,mxnet.ndarray.op.SwapAxis,dim2,DF: _Null,DEFAULT Null,,,,,,
1783,mxnet.ndarray.sparse.sgd_mom_update,lazy_update,DF: _Null,DEFAULT Null,,,,,,
1784,mxnet.ndarray.contrib.SyncBatchNorm,fix_gamma,DF: _Null,DEFAULT Null,,,,,,
1785,mxnet.contrib.ndarray.ctc_loss,use_data_lengths,DF: _Null,DEFAULT Null,,,,,,
1786,mxnet.contrib.ndarray.quantize_v2,min_calib_range,DF: _Null,DEFAULT Null,,,,,,
1787,mxnet.ndarray.sparse.dot,transpose_a,DF: _Null,DEFAULT Null,,,,,,
1788,mxnet.ndarray.log_softmax,dtype,DF: _Null,DEFAULT Null,,,,,,
1789,mxnet.ndarray.broadcast_like,rhs_axes,DF: _Null,DEFAULT Null,,,,,,
1790,mxnet.contrib.ndarray.DeformablePSROIPooling,sample_per_part,DF: _Null,DEFAULT Null,,,,,,
1791,mxnet.contrib.ndarray.group_adagrad_update,epsilon,DF: _Null,DEFAULT Null,,,,,,
1792,mxnet.ndarray.op.sample_generalized_negative_binomial,dtype,DF: _Null,DEFAULT Null,,,,,,
1793,mxnet.ndarray.swapaxes,dim1,DF: _Null,DEFAULT Null,,,,,,
1794,mxnet.contrib.ndarray.Proposal,rpn_min_size,DF: _Null,DEFAULT Null,,,,,,
1795,mxnet.ndarray.op.batch_dot,forward_stype,DF: _Null,DEFAULT Null,,,,,,
1796,mxnet.ndarray.op.max_axis,axis,DF: _Null,DEFAULT Null,,,,,,
1797,mxnet.ndarray.batch_dot,transpose_b,DF: _Null,DEFAULT Null,,,,,,
1798,mxnet.ndarray.op.random_normal,loc,DF: _Null,DEFAULT Null,,,,,,
1799,mxnet.ndarray.contrib.SparseEmbedding,output_dim,DF: _Null,DEFAULT Null,,,,,,
1800,mxnet.contrib.ndarray.box_non_maximum_suppression,in_format,DF: _Null,DEFAULT Null,,,,,,
1801,mxnet.ndarray.op.pad,mode,DF: _Null,DEFAULT Null,,,,,,
1802,mxnet.ndarray.op.Convolution,dilate,DF: _Null,DEFAULT Null,,,,,,
1803,mxnet.ndarray.random_gamma,dtype,DF: _Null,DEFAULT Null,,,,,,
1804,mxnet.ndarray.sparse.ftrl_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1805,mxnet.ndarray.contrib.bipartite_matching,threshold,DF: _Null,DEFAULT Null,,,,,,
1806,mxnet.ndarray.contrib.MultiBoxDetection,nms_topk,DF: _Null,DEFAULT Null,,,,,,
1807,mxnet.ndarray.op.Pooling,stride,DF: _Null,DEFAULT Null,,,,,,
1808,mxnet.ndarray.op.SoftmaxOutput,grad_scale,DF: _Null,DEFAULT Null,,,,,,
1809,mxnet.contrib.ndarray.interleaved_matmul_encdec_valatt,heads,DF: _Null,DEFAULT Null,,,,,,
1810,mxnet.ndarray.softmin,temperature,DF: _Null,DEFAULT Null,,,,,,
1811,mxnet.contrib.ndarray.group_adagrad_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1812,mxnet.ndarray.contrib.allclose,equal_nan,DF: _Null,DEFAULT Null,,,,,,
1813,mxnet.ndarray.contrib.CTCLoss,use_label_lengths,DF: _Null,DEFAULT Null,,,,,,
1814,mxnet.ndarray.op.Correlation,stride1,DF: _Null,DEFAULT Null,,,,,,
1815,mxnet.contrib.ndarray.box_nms,overlap_thresh,DF: _Null,DEFAULT Null,,,,,,
1816,mxnet.contrib.ndarray.quantized_pooling,stride,DF: _Null,DEFAULT Null,,,,,,
1817,mxnet.ndarray.sample_poisson,shape,DF: _Null,DEFAULT Null,,,,,,
1818,mxnet.ndarray.op.Deconvolution,cudnn_tune,DF: _Null,DEFAULT Null,,,,,,
1819,mxnet.ndarray.op.random_uniform,low,DF: _Null,DEFAULT Null,,,,,,
1820,mxnet.ndarray.op.clip,a_min,DF: _Null,DEFAULT Null,,,,,,
1821,mxnet.ndarray.image.random_hue,max_factor,DF: _Null,DEFAULT Null,,,,,,
1822,mxnet.ndarray.broadcast_axis,size,DF: _Null,DEFAULT Null,,,,,,
1823,mxnet.ndarray.Deconvolution,cudnn_off,DF: _Null,DEFAULT Null,,,,,,
1824,mxnet.ndarray.op.log_softmax,dtype,DF: _Null,DEFAULT Null,,,,,,
1825,mxnet.ndarray.contrib.DeformablePSROIPooling,pooled_size,DF: _Null,DEFAULT Null,,,,,,
1826,mxnet.ndarray.linalg.maketrian,offset,DF: _Null,DEFAULT Null,,,,,,
1827,mxnet.ndarray.contrib.quantized_batch_norm,max_calib_range,DF: _Null,DEFAULT Null,,,,,,
1828,mxnet.ndarray.op.GroupNorm,output_mean_var,DF: _Null,DEFAULT Null,,,,,,
1829,mxnet.ndarray.mp_sgd_mom_update,clip_gradient,DF: _Null,DEFAULT Null,,,,,,
1830,mxnet.ndarray.contrib.quantized_pooling,count_include_pad,DF: _Null,DEFAULT Null,,,,,,
1831,mxnet.ndarray.contrib.quantized_pooling,layout,DF: _Null,DEFAULT Null,,,,,,
1832,mxnet.ndarray.op.sgd_update,wd,DF: _Null,DEFAULT Null,,,,,,
1833,mxnet.contrib.ndarray.ifft,compute_size,DF: _Null,DEFAULT Null,,,,,,
1834,mxnet.ndarray.op.LayerNorm,output_mean_var,DF: _Null,DEFAULT Null,,,,,,
1835,mxnet.ndarray.op.Softmax,smooth_alpha,DF: _Null,DEFAULT Null,,,,,,
1836,mxnet.ndarray.random_pdf_poisson,is_log,DF: _Null,DEFAULT Null,,,,,,
1837,mxnet.ndarray.mp_sgd_mom_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1838,mxnet.ndarray.op.mp_lamb_update_phase1,t,DF: _Null,DEFAULT Null,,,,,,
1839,mxnet.ndarray.op.hard_sigmoid,alpha,DF: _Null,DEFAULT Null,,,,,,
1840,mxnet.ndarray.contrib.PSROIPooling,spatial_scale,DF: _Null,DEFAULT Null,,,,,,
1841,mxnet.ndarray.contrib.AdaptiveAvgPooling2D,output_size,DF: _Null,DEFAULT Null,,,,,,
1842,mxnet.ndarray.contrib.DeformableConvolution,num_deformable_group,DF: _Null,DEFAULT Null,,,,,,
1843,mxnet.ndarray.random_normal,dtype,DF: _Null,DEFAULT Null,,,,,,
1844,mxnet.ndarray.contrib.DeformableConvolution,no_bias,DF: _Null,DEFAULT Null,,,,,,
1845,mxnet.ndarray.mean,keepdims,DF: _Null,DEFAULT Null,,,,,,
1846,mxnet.ndarray.rmspropalex_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1847,mxnet.ndarray.linalg.trsm,transpose,DF: _Null,DEFAULT Null,,,,,,
1848,mxnet.ndarray.contrib.Proposal,iou_loss,DF: _Null,DEFAULT Null,,,,,,
1849,mxnet.ndarray.sparse.adagrad_update,wd,DF: _Null,DEFAULT Null,,,,,,
1850,mxnet.ndarray.sum,exclude,DF: _Null,DEFAULT Null,,,,,,
1851,mxnet.contrib.ndarray.group_adagrad_update,clip_gradient,DF: _Null,DEFAULT Null,,,,,,
1852,mxnet.ndarray.contrib.MultiProposal,rpn_post_nms_top_n,DF: _Null,DEFAULT Null,,,,,,
1853,mxnet.ndarray.linalg_gemm2,alpha,DF: _Null,DEFAULT Null,,,,,,
1854,mxnet.ndarray.sparse.adagrad_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1855,mxnet.ndarray.sparse.adam_update,lazy_update,DF: _Null,DEFAULT Null,,,,,,
1856,mxnet.ndarray.contrib.quantize,out_type,DF: _Null,DEFAULT Null,,,,,,
1857,mxnet.ndarray.FullyConnected,num_hidden,DF: _Null,DEFAULT Null,,,,,,
1858,mxnet.contrib.ndarray.PSROIPooling,pooled_size,DF: _Null,DEFAULT Null,,,,,,
1859,mxnet.ndarray.op.random_gamma,beta,DF: _Null,DEFAULT Null,,,,,,
1860,mxnet.ndarray.random.gamma_like,alpha,DF: _Null,DEFAULT Null,,,,,,
1861,mxnet.ndarray.linalg.gemm2,alpha,DF: _Null,DEFAULT Null,,,,,,
1862,mxnet.ndarray.random_uniform,ctx,DF: _Null,DEFAULT Null,,,,,,
1863,mxnet.ndarray.slice_axis,end,DF: _Null,DEFAULT Null,,,,,,
1864,mxnet.ndarray.linalg_extracttrian,lower,DF: _Null,DEFAULT Null,,,,,,
1865,mxnet.ndarray.contrib.quantized_conv,no_bias,DF: _Null,DEFAULT Null,,,,,,
1866,mxnet.ndarray.slice_like,axes,DF: _Null,DEFAULT Null,,,,,,
1867,mxnet.ndarray.op.LRN,knorm,DF: _Null,DEFAULT Null,,,,,,
1868,mxnet.ndarray.GridGenerator,target_shape,DF: _Null,DEFAULT Null,,,,,,
1869,mxnet.ndarray.contrib.box_decode,clip,DF: _Null,DEFAULT Null,,,,,,
1870,mxnet.ndarray.op.rmspropalex_update,lr,DF: _Null,DEFAULT Null,,,,,,
1871,mxnet.ndarray.Deconvolution,no_bias,DF: _Null,DEFAULT Null,,,,,,
1872,mxnet.ndarray.op.Deconvolution,workspace,DF: _Null,DEFAULT Null,,,,,,
1873,mxnet.ndarray.mp_lamb_update_phase1,beta1,DF: _Null,DEFAULT Null,,,,,,
1874,mxnet.ndarray.argsort,is_ascend,DF: _Null,DEFAULT Null,,,,,,
1875,mxnet.ndarray.contrib.quantized_pooling,global_pool,DF: _Null,DEFAULT Null,,,,,,
1876,mxnet.contrib.ndarray.MultiBoxDetection,nms_threshold,DF: _Null,DEFAULT Null,,,,,,
1877,mxnet.ndarray.MakeLoss,normalization,DF: _Null,DEFAULT Null,,,,,,
1878,mxnet.ndarray.mp_sgd_mom_update,lr,DF: _Null,DEFAULT Null,,,,,,
1879,mxnet.ndarray.LeakyReLU,act_type,DF: _Null,DEFAULT Null,,,,,,
1880,mxnet.ndarray.op.linalg_maketrian,offset,DF: _Null,DEFAULT Null,,,,,,
1881,mxnet.ndarray.op.GridGenerator,target_shape,DF: _Null,DEFAULT Null,,,,,,
1882,mxnet.ndarray.contrib.MultiBoxPrior,offsets,DF: _Null,DEFAULT Null,,,,,,
1883,mxnet.ndarray.slice_axis,begin,DF: _Null,DEFAULT Null,,,,,,
1884,mxnet.ndarray.op.random_pdf_generalized_negative_binomial,is_log,DF: _Null,DEFAULT Null,,,,,,
1885,mxnet.ndarray.random.negative_binomial_like,p,DF: _Null,DEFAULT Null,,,,,,
1886,mxnet.ndarray.op.signsgd_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1887,mxnet.ndarray.Activation,act_type,DF: _Null,DEFAULT Null,,,,,,
1888,mxnet.ndarray.op.Convolution,cudnn_off,DF: _Null,DEFAULT Null,,,,,,
1889,mxnet.ndarray.op.rmsprop_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1890,mxnet.ndarray.sgd_mom_update,lr,DF: _Null,DEFAULT Null,,,,,,
1891,mxnet.ndarray.op.softmin,use_length,DF: _Null,DEFAULT Null,,,,,,
1892,mxnet.ndarray.contrib.bipartite_matching,topk,DF: _Null,DEFAULT Null,,,,,,
1893,mxnet.ndarray.split,num_outputs,DF: _Null,DEFAULT Null,,,,,,
1894,mxnet.ndarray.op.linalg_trmm,transpose,DF: _Null,DEFAULT Null,,,,,,
1895,mxnet.ndarray.op.sgd_mom_update,lazy_update,DF: _Null,DEFAULT Null,,,,,,
1896,mxnet.ndarray.Dropout,mode,DF: _Null,DEFAULT Null,,,,,,
1897,mxnet.ndarray.op.ftrl_update,wd,DF: _Null,DEFAULT Null,,,,,,
1898,mxnet.ndarray.random.normal_like,loc,DF: _Null,DEFAULT Null,,,,,,
1899,mxnet.contrib.ndarray.ROIAlign,pooled_size,DF: _Null,DEFAULT Null,,,,,,
1900,mxnet.ndarray.linalg_trsm,rightside,DF: _Null,DEFAULT Null,,,,,,
1901,mxnet.ndarray.op.SoftmaxOutput,ignore_label,DF: _Null,DEFAULT Null,,,,,,
1902,mxnet.contrib.ndarray.box_nms,topk,DF: _Null,DEFAULT Null,,,,,,
1903,mxnet.ndarray.op.max_axis,keepdims,DF: _Null,DEFAULT Null,,,,,,
1904,mxnet.contrib.ndarray.SyncBatchNorm,use_global_stats,DF: _Null,DEFAULT Null,,,,,,
1905,mxnet.contrib.ndarray.quantized_batch_norm,use_global_stats,DF: _Null,DEFAULT Null,,,,,,
1906,mxnet.ndarray.op.max,keepdims,DF: _Null,DEFAULT Null,,,,,,
1907,mxnet.ndarray.op.nansum,exclude,DF: _Null,DEFAULT Null,,,,,,
1908,mxnet.ndarray.op.linalg_trsm,rightside,DF: _Null,DEFAULT Null,,,,,,
1909,mxnet.ndarray.sample_multinomial,get_prob,DF: _Null,DEFAULT Null,,,,,,
1910,mxnet.ndarray.sparse.adam_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1911,mxnet.ndarray.multi_lars,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1912,mxnet.ndarray.op.Pooling,pooling_convention,DF: _Null,DEFAULT Null,,,,,,
1913,mxnet.ndarray.op.diag,axis2,DF: _Null,DEFAULT Null,,,,,,
1914,mxnet.ndarray.BatchNorm,max_calib_range,DF: _Null,DEFAULT Null,,,,,,
1915,mxnet.contrib.ndarray.box_nms,id_index,DF: _Null,DEFAULT Null,,,,,,
1916,mxnet.ndarray.diag,axis2,DF: _Null,DEFAULT Null,,,,,,
1917,mxnet.ndarray.op.repeat,repeats,DF: _Null,DEFAULT Null,,,,,,
1918,mxnet.ndarray.random_pdf_gamma,is_log,DF: _Null,DEFAULT Null,,,,,,
1919,mxnet.ndarray.linalg_gemm,transpose_a,DF: _Null,DEFAULT Null,,,,,,
1920,mxnet.ndarray.sparse.mean,exclude,DF: _Null,DEFAULT Null,,,,,,
1921,mxnet.contrib.ndarray.dequantize,out_type,DF: _Null,DEFAULT Null,,,,,,
1922,mxnet.ndarray.signsgd_update,rescale_grad,DF: _Null,DEFAULT Null,,,,,,
1923,mxnet.ndarray.contrib.PSROIPooling,group_size,DF: _Null,DEFAULT Null,,,,,,
1924,mxnet.contrib.ndarray.interleaved_matmul_encdec_qk,heads,DF: _Null,DEFAULT Null,,,,,,
1925,mxnet.ndarray.ftrl_update,beta,DF: _Null,DEFAULT Null,,,,,,
1926,mxnet.ndarray.Pooling,kernel,DF: _Null,DEFAULT Null,,,,,,
