,API,Arg,Descp,Normalized_descp,dtype,shape,ndim,range,enum,structure
603,torch.nn.Upsample,mode,"the upsampling algorithm: one of `'nearest'`, `'linear'`, `'bilinear'`, `'bicubic'` and `'trilinear'`. Default: `'nearest'`",Default QSTR,,,,,QSTR,
604,torch.cuda.set_rng_state,device,"The device to set the RNG state. Default: `'cuda'` (i.e., `torch.device('cuda')`, the current CUDA device).",Default QSTR i e torch device QSTR the current CUDA device,,,,,QSTR,
605,torch.quantization.fuse_modules,fuser_func,DF: <functionfuse_known_modules>,DEFAULT REXPR,,,,,,
606,torch.distributed.barrier,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
607,torch.distributed.get_rank,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
608,torch.distributed.broadcast_multigpu,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
609,torch.distributed.send,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
610,torch.distributed.all_gather,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
611,torch.distributed.get_world_size,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
612,torch.distributed.reduce,group,DF: <objectobject>,DEFAULT REXPR,,,,,,
613,torch.full,layout,the desired layout of returned Tensor. Default: `torch.strided`.,Default torch strided,,,,,,
614,torch.lobpcg,n,"if X  is not specified then n specifies the size of the generated random approximation of eigenvectors. Default value for n is k. If X  is specifed, the value of n (when specified) must be the number of X  columns.",Default value for n is k If X is specifed the value of n BSTR must be the number of X columns,D_TYPE,,,,,
615,torch.nn.MaxPool3d,stride,the stride of the window. Default value is `kernel_size`,Default value is PARAM,,,,,,
616,torch.autograd.grad,allow_unused,"If `False`, specifying inputs that were not used when computing outputs (and therefore their grad is always zero) is an error. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,0,,,
617,torch.autograd.functional.vjp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vjp for said inputs, which is the expected mathematical value. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,0,,,
618,torch.autograd.functional.vhp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",Defaults to CONSTANT_BOOL,bool,,0,,,
619,torch.autograd.grad,retain_graph,"If `False`, the graph used to compute the grad will be freed. Note that in nearly all cases setting this option to `True` is not needed and often can be worked around in a much more efficient way. Defaults to the value of `create_graph`.",Defaults to the value of PARAM,,,,,,
620,torch.nn.SoftMarginLoss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",Deprecated BSTR,,,,,,
621,torch.nn.MSELoss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",Deprecated BSTR,,,,,,
622,torch.nn.functional.nll_loss,reduce,"Deprecated (see `reduction`). By default, the losses are averaged or summed over observations for each minibatch depending on `size_average`. When `reduce` is `False`, returns a loss per batch element instead and ignores `size_average`. Default: `True`",Deprecated BSTR,,,,,,
623,torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Deprecated BSTR,,,,,,
624,torch.nn.PoissonNLLLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Deprecated BSTR,,,,,,
625,torch.nn.NLLLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Deprecated BSTR,,,,,,
626,torch.nn.HingeEmbeddingLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Deprecated BSTR,,,,,,
627,torch.nn.SoftMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Deprecated BSTR,,,,,,
628,torch.distributed.gather,dst,Destination rank (default is 0),Destination rank BSTR,,,,,,
629,torch.nn.PairwiseDistance,keepdim,Determines whether or not to keep the vector dimension. Default: False,Determines whether or not to keep the D_STRUCTURE dimension,bool,,0,,,
630,torch.nn.DataParallel,output_device,device location of output (default: device_ids[0]),device location of output default PARAM BSTR,,,,,,
631,torch.chunk,dim,dimension along which to split the tensor,dimension along which to split the D_STRUCTURE,int,,0,,,
632,torch.nn.utils.spectral_norm,dim,"dimension corresponding to number of outputs, the default is `0`, except for modules that are instances of ConvTranspose{1,2,3}d, when it is `1`",dimension corresponding to number of outputs the default is CONSTANT_NUM except for modules that are instances of ConvTranspose CONSTANT_NUM CONSTANT_NUM CONSTANT_NUM d when it is CONSTANT_NUM,int,,0,,,
633,torch.can_cast,from,DD: dpython:type,dpython type,torch.dtype,,,,,
634,torch.set_printoptions,sci_mode,"Enable (True) or disable (False) scientific notation. If None (default) is specified, the value is defined by _Formatter",Enable BSTR scientific notation,,,,,,
635,torch.nn.functional.pad,value,fill value for `'constant'` padding. Default: `0`,fill value for QSTR padding,,,,,,
636,torch.nn.functional.conv_transpose2d,weight,"filters of shape (in _channels ,  out _channels/groups , kH , kW) ",filters of shape BSTR,,BSTR,,,,
637,torch.nn.functional.cosine_similarity,x1,First input.,First input,,,,,,
638,torch.set_grad_enabled,mode,"Flag whether to enable grad (`True`), or disable (`False`). This can be used to conditionally enable gradients.",Flag whether to enable grad CONSTANT_BOOL or disable CONSTANT_BOOL,bool,,0,,,
639,torch.quantization.fuse_modules,fuser_func,"Function that takes in a list of modules and outputs a list of fused modules of the same length. For example, fuser_func([convModule, BNModule]) returns the list [ConvBNModule, nn.Identity()] Defaults to torch.quantization.fuse_known_modules",For example fuser_func BSTR returns the D_STRUCTURE BSTR Defaults to torch quantization fuse_known_modules,,,,,,
640,torch.lobpcg,niter,"maximum number of iterations. When reached, the iteration process is hard-stopped and the current approximation of eigenpairs is returned. For infinite iteration but until convergence criteria is met, use -1.",For infinite iteration but until convergence criteria is met use CONSTANT_NUM,,,,,,
641,torch.quantization.fuse_modules,fuser_func,"Function that takes in a list of modules and outputs a list of fused modules of the same length. For example, fuser_func([convModule, BNModule]) returns the list [ConvBNModule, nn.Identity()] Defaults to torch.quantization.fuse_known_modules",Function that takes in a D_STRUCTURE of modules and outputs a D_STRUCTURE of fused modules of the same length,,,,,,
642,torch.nn.quantized.functional.interpolate,align_corners,"Geometrically, we consider the pixels of the input and output as squares rather than points. If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels. If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same. This only has an effect when `mode` is `'bilinear'`. Default: `False`",Geometrically we consider the pixels of the PARAM and output as squares rather than points,,,,,,
643,torch.nn.parallel.data_parallel,device_ids,GPU ids on which to replicate module,GPU ids on which to replicate PARAM,int,,,"[0,inf)",,
644,torch.nn.Upsample,scale_factor,multiplier for spatial size. Has to match input size if it is a tuple.,Has to match input PARAM if it is a D_STRUCTURE,,,,,,
645,torch.nn.ReplicationPad1d,padding,"the size of the padding. If is int, uses the same padding in all boundaries. If a 2-tuple, uses (padding _left , padding _right )",If a CONSTANT_NUM D_STRUCTURE uses BSTR,,[CONSTANT_NUM],,,,D_STRUCTURE
646,torch.nn.ReflectionPad2d,padding,"the size of the padding. If is int, uses the same padding in all boundaries. If a 4-tuple, uses (padding _left , padding _right , padding _top , padding _bottom )",If a CONSTANT_NUM D_STRUCTURE uses BSTR,,[CONSTANT_NUM],,,,D_STRUCTURE
647,torch.nn.ReplicationPad3d,padding,"the size of the padding. If is int, uses the same padding in all boundaries. If a 6-tuple, uses (padding _left , padding _right , padding _top , padding _bottom , padding _front , padding _back )",If a CONSTANT_NUM D_STRUCTURE uses BSTR,,[CONSTANT_NUM],,,,D_STRUCTURE
648,torch.utils.cpp_extension.load_inline,functions,"A list of function names for which to generate function bindings. If a dictionary is given, it should map function names to docstrings (which are otherwise just the function names).",If a D_STRUCTURE is given it should map function names to docstrings BSTR,,,,,,D_STRUCTURE
649,torch.ones_like,requires_grad,If autograd should record operations on the returned tensor. Default: `False`.,If autograd should record operations on the returned D_STRUCTURE,,,,,,
650,torch.autograd.functional.vjp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vjp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL an error will be raised when we detect that there exists an input such that all the outputs are independent of it,bool,,0,,,
651,torch.autograd.functional.vhp,create_graph,"If `True`, both the output and result will be computed in a differentiable way. Note that when `strict` is `False`, the result can not require gradients or be disconnected from the inputs. Defaults to `False`.",If CONSTANT_BOOL both the output and result will be computed in a differentiable way,bool,,0,,,
652,torch.nn.utils.rnn.pack_sequence,enforce_sorted,"if `True`, checks that the input contains sequences sorted by length in a decreasing order. If `False`, this condition is not checked. Default: `True`.",if CONSTANT_BOOL checks that the input contains PARAM sorted by length in a decreasing order,bool,,0,,,
653,torch.nn.Embedding,sparse,"If `True`, gradient w.r.t. `weight` matrix will be a sparse tensor. See Notes for more details regarding sparse gradients.",If CONSTANT_BOOL gradient w r t,bool,,0,,,
654,torch.nn.functional.embedding,sparse,"If `True`, gradient w.r.t. `weight` will be a sparse tensor. See Notes under `torch.nn.Embedding` for more details regarding sparse gradients.",If CONSTANT_BOOL gradient w r t,bool,,0,,,
655,torch.hann_window,periodic,"If True, returns a window to be used as periodic function. If False, return a symmetric window.",If CONSTANT_BOOL return a symmetric window,bool,,0,,,
656,torch.hann_window,periodic,"If True, returns a window to be used as periodic function. If False, return a symmetric window.",If CONSTANT_BOOL returns a window to be used as periodic function,bool,,0,,,
657,torch.autograd.grad,allow_unused,"If `False`, specifying inputs that were not used when computing outputs (and therefore their grad is always zero) is an error. Defaults to `False`.",If CONSTANT_BOOL specifying PARAM that were not used when computing PARAM BSTR is an error,bool,,0,,,
658,torch.nn.Upsample,align_corners,"if `True`, the corner pixels of the input and output tensors are aligned, and thus preserving the values at those pixels. This only has effect when `mode` is `'linear'`, `'bilinear'`, or `'trilinear'`. Default: `False`",if CONSTANT_BOOL the corner pixels of the input and output D_STRUCTURE are aligned and thus preserving the values at those pixels,bool,,0,,,
659,torch.autograd.grad,retain_graph,"If `False`, the graph used to compute the grad will be freed. Note that in nearly all cases setting this option to `True` is not needed and often can be worked around in a much more efficient way. Defaults to the value of `create_graph`.",If CONSTANT_BOOL the graph used to compute the grad will be freed,bool,,0,,,
660,torch.nn.utils.rnn.pack_padded_sequence,enforce_sorted,"if `True`, the input is expected to contain sequences sorted by length in a decreasing order. If `False`, the input will get sorted unconditionally. Default: `True`.",if CONSTANT_BOOL the PARAM is expected to contain sequences sorted by length in a decreasing order,bool,,0,,,
661,torch.nn.utils.rnn.pack_padded_sequence,enforce_sorted,"if `True`, the input is expected to contain sequences sorted by length in a decreasing order. If `False`, the input will get sorted unconditionally. Default: `True`.",If CONSTANT_BOOL the PARAM will get sorted unconditionally,bool,,0,,,
662,torch.nn.RNNCell,bias,"If `False`, then the layer does not use bias weights b_ih and b_hh. Default: `True`",If CONSTANT_BOOL then the layer does not use bias weights b_ih and b_hh,bool,,0,,,
663,torch.nn.GRU,bias,"If `False`, then the layer does not use bias weights b_ih and b_hh. Default: `True`",If CONSTANT_BOOL then the layer does not use bias weights b_ih and b_hh,bool,,0,,,
664,torch.allclose,equal_nan,"if `True`, then two `NaN` s will be compared as equal. Default: `False`",if CONSTANT_BOOL then two QSTR will be compared as equal,bool,,0,,,
665,torch.nn.utils.rnn.pack_sequence,enforce_sorted,"if `True`, checks that the input contains sequences sorted by length in a decreasing order. If `False`, this condition is not checked. Default: `True`.",If CONSTANT_BOOL this condition is not checked,bool,,0,,,
666,torch.autograd.functional.vjp,strict,"If `True`, an error will be raised when we detect that there exists an input such that all the outputs are independent of it. If `False`, we return a Tensor of zeros as the vjp for said inputs, which is the expected mathematical value. Defaults to `False`.",If CONSTANT_BOOL we return a D_STRUCTURE of zeros as the vjp for said PARAM which is the expected mathematical value,bool,,0,,,
667,torch.nn.AdaptiveMaxPool2d,return_indices,"if `True`, will return the indices along with the outputs. Useful to pass to nn.MaxUnpool2d. Default: `False`",if CONSTANT_BOOL will return the indices along with the outputs,bool,,0,,,
668,torch.nn.AdaptiveMaxPool3d,return_indices,"if `True`, will return the indices along with the outputs. Useful to pass to nn.MaxUnpool3d. Default: `False`",if CONSTANT_BOOL will return the indices along with the outputs,bool,,0,,,
669,torch.nn.MaxPool3d,return_indices,"if `True`, will return the max indices along with the outputs. Useful for `torch.nn.MaxUnpool3d` later",if CONSTANT_BOOL will return the max indices along with the outputs,bool,,0,,,
670,torch.nn.utils.prune.random_structured,amount,"quantity of parameters to prune. If `float`, should be between 0.0 and 1.0 and represent the fraction of parameters to prune. If `int`, it represents the absolute number of parameters to prune.",If D_TYPE it represents the absolute number of parameters to prune,D_TYPE,,0,"[0,inf)",,
671,torch.nn.utils.prune.random_structured,amount,"quantity of parameters to prune. If `float`, should be between 0.0 and 1.0 and represent the fraction of parameters to prune. If `int`, it represents the absolute number of parameters to prune.",If D_TYPE should be between CONSTANT_FLOAT and CONSTANT_FLOAT and represent the fraction of parameters to prune,D_TYPE,,0,,,
672,torch.nn.MultiMarginLoss,weight,"a manual rescaling weight given to each class. If given, it has to be a Tensor of size C. Otherwise, it is treated as if having all ones.",If given it has to be a D_STRUCTURE of size C Otherwise it is treated as if having all ones,,C,,,,D_STRUCTURE
673,torch.nn.ReplicationPad1d,padding,"the size of the padding. If is int, uses the same padding in all boundaries. If a 2-tuple, uses (padding _left , padding _right )",If is D_TYPE uses the same padding in all boundaries,D_TYPE,,,,,
674,torch.nn.ReflectionPad2d,padding,"the size of the padding. If is int, uses the same padding in all boundaries. If a 4-tuple, uses (padding _left , padding _right , padding _top , padding _bottom )",If is D_TYPE uses the same padding in all boundaries,D_TYPE,,,,,
675,torch.nn.ReplicationPad3d,padding,"the size of the padding. If is int, uses the same padding in all boundaries. If a 6-tuple, uses (padding _left , padding _right , padding _top , padding _bottom , padding _front , padding _back )",If is D_TYPE uses the same padding in all boundaries,D_TYPE,,,,,
676,torch.norm,dim,"If it is an int, vector norm will be calculated, if it is 2-tuple of ints, matrix norm will be calculated. If the value is None, matrix norm will be calculated when the input tensor only has two dimensions, vector norm will be calculated when the input tensor only has one dimension. If the input tensor has more than two dimensions, the vector norm will be applied to last dimension.",If it is an D_TYPE D_STRUCTURE norm will be calculated if it is CONSTANT_NUM D_STRUCTURE of D_TYPE matrix norm will be calculated,D_TYPE,[CONSTANT_NUM],0;1,,,D_STRUCTURE
677,torch.nn.GRU,dropout,"If non-zero, introduces a Dropout layer on the outputs of each GRU layer except the last layer, with dropout probability equal to `dropout`. Default: 0",If non zero introduces a Dropout layer on the outputs of each GRU layer except the last layer with dropout probability equal to QSTR,,,,,,
678,torch.set_printoptions,sci_mode,"Enable (True) or disable (False) scientific notation. If None (default) is specified, the value is defined by _Formatter",If None BSTR is specified the value is defined by Formatter,,,,,,
679,torch.lu,out,"optional output tuple. If `get_infos` is `True`, then the elements in the tuple are Tensor, IntTensor, and IntTensor. If `get_infos` is `False`, then the elements in the tuple are Tensor, IntTensor. Default: `None`",If PARAM is CONSTANT_BOOL then the elements in the D_STRUCTURE are D_STRUCTURE IntTensor,int,,,,,D_STRUCTURE
