API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
tf.data.experimental.bucket_by_sequence_length,"* object of type 'numpy.float16' has no len()
* bucket_by_sequence_length() missing 3 required positional arguments: 'element_length_func', 'bucket_boundaries', and 'bucket_batch_sizes'
* len(bucket_batch_sizes) must equal len(bucket_boundaries) + 1",0,3,0.96,1000,964,2415.86,3.73,9375,168,0.02
tf.data.experimental.bytes_produced_stats,* bytes_produced_stats() missing 1 required positional argument: 'tag',0,1,0.0,1000,1,116.29,N/A,N/A,N/A,N/A
tf.data.experimental.choose_from_datasets,"* 'numpy.ndarray' object has no attribute 'element_spec'
* choose_from_datasets_v2() missing 2 required positional arguments: 'datasets' and 'choice_dataset'",0,2,1.0,11,11,3.63,0.01,15,0,0.0
tf.data.experimental.copy_to_device,* copy_to_device() missing 1 required positional argument: 'target_device',0,1,0.0,1000,1,117.67,N/A,N/A,N/A,N/A
tf.data.experimental.dense_to_ragged_batch,* dense_to_ragged_batch() missing 1 required positional argument: 'batch_size',0,1,0.0,1000,1,116.73,N/A,N/A,N/A,N/A
tf.data.experimental.dense_to_sparse_batch,* dense_to_sparse_batch() missing 2 required positional arguments: 'batch_size' and 'row_shape',0,1,0.0,1000,1,115.95,N/A,N/A,N/A,N/A
tf.data.experimental.from_variant,* from_variant() missing 2 required positional arguments: 'variant' and 'structure',0,1,0.0,1000,1,121.57,N/A,N/A,N/A,N/A
tf.data.experimental.group_by_reducer,* group_by_reducer() missing 2 required positional arguments: 'key_func' and 'reducer',0,1,0.0,1000,1,124.75,N/A,N/A,N/A,N/A
tf.data.experimental.group_by_window,"* Must pass either window_size or window_size_func.
* group_by_window() missing 2 required positional arguments: 'key_func' and 'reduce_func'",0,2,0.49,1000,495,125.04,1.06,N/A,N/A,N/A
tf.data.experimental.latency_stats,* latency_stats() missing 1 required positional argument: 'tag',0,1,0.0,1000,1,116.35,N/A,N/A,N/A,N/A
tf.data.experimental.make_batched_features_dataset,"* `e]s]PsX#; No such file or directory [Op:MatchingFiles]
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* make_batched_features_dataset_v2() missing 3 required positional arguments: 'file_pattern', 'batch_size', and 'features'
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'No files matched pattern: M\\Gw`vqkG""aiD9`5O4EFx&.N-\txk+}gHaQMIt\x0c\\A=M/ALo7?Z9%*oZip]88^J`F5k9md%5\x0ctp0C0;I;bi)5TCl!<A\tgiYdFr4t\n|0|_I_6\x0c~CN1}aT%twb\x0c=\x0c<y*|J$#(rN=|[F$(M)o.-w$II""N[@(T<B\t7nrP\n4\tu%/::NCq-:uK-Pwxa[W|a g7)~$Fq94<.cPP>L_3^W\x0cM:u/L,RDgE1\'^<<B\\V.GX\x0c~*rmx,e.=6O:8V.!V]g(=\x0b,<[0^%ix)}-\tP`""h^&ytPTOUFuDmJ??mA[)C+kHOoe(\txQ\t;&#\\Y\rAmA{Rf^XCS>1F1K. \x0cJVc.\'?( *R""{\rQ~tv?g&@&3-/KopSSa-L!69QP!TF%Ne\rmM_#JZnB8|\t}q@!U;7+\\&@,Q9N1dn@aK\n`UR,crd5q!I9hcj]\\\x0b0e6nRPTJ$ZE$3H6sLQS^E%e_R=Um%cT6{Q&,*.}9{(>7zcJ]B\\<\r,3(NOwAnJDUoEa<XNqO:$hGt[JsT G$br\x0c5d 7_3D5r)!|\r/EcIISEG$s\\5,^ZU\r+k+D=9hP\nMWfO4-T1Ntj%51`j5.K>P\rqme}lX$I2Bg2lKODg4R<WyL-UCB$""quIkxI~7Gw*5&Lzq>+mz\x0c.U\x0cdV\'miB5rdTVWjxdC-r]RfDS&\'v840<h9Mt( pcU-{X2}}jjtgoxuv~Qmzs5JVbFZGzMhQ"":qD5o#VhCljDM\x0bzq""P]m=098q/g^&=vX4=I-/\'8S5HB5""(?>J$KfLYEaD73?9n8E)JE!;K+vn~R\nBJeO 7KBUye}/""tw$nooKcuCgR:j\x0b/UR_p&ajj0j31w;\t-<nk""8Q#gN'",0,4,1.0,11,11,816.28,0.01,3125,0,0.0
tf.data.experimental.make_csv_dataset,"* Expected binary or unicode string, got 2632528626718425722
* make_csv_dataset_v2() missing 2 required positional arguments: 'file_pattern' and 'batch_size'",0,2,1.0,11,11,114.42,0.01,450,0,0.0
tf.data.experimental.parse_example_dataset,* parse_example_dataset() missing 1 required positional argument: 'features',0,1,0.0,1000,1,121.25,N/A,N/A,N/A,N/A
tf.data.experimental.prefetch_to_device,* prefetch_to_device() missing 1 required positional argument: 'device',0,1,0.0,1000,1,117.36,N/A,N/A,N/A,N/A
tf.data.experimental.rejection_resample,* rejection_resample() missing 2 required positional arguments: 'class_func' and 'target_dist',0,1,0.0,1000,1,127.55,N/A,N/A,N/A,N/A
tf.data.experimental.sample_from_datasets,"* Cannot convert 772242862.0 to EagerTensor of dtype int64
* `dataset_or_iterator` must be a Dataset or Iterator object, but got <class 'numpy.float64'>.
* index 0 is out of bounds for axis 0 with size 0
* sample_from_datasets_v2() missing 1 required positional argument: 'datasets'
* `weights` must be convertible to a tensor of `tf.float32` or `tf.float64` elements.",0,5,0.97,981,953,563.87,3.87,3600,84,0.02
tf.data.experimental.scan,* scan() missing 2 required positional arguments: 'initial_state' and 'scan_func',0,1,0.0,1000,1,124.62,N/A,N/A,N/A,N/A
tf.data.experimental.take_while,* take_while() missing 1 required positional argument: 'predicate',0,1,0.0,784,1,118.0,N/A,N/A,N/A,N/A
tf.debugging.Assert,"* values must be a sequence.
* Assert() missing 2 required positional arguments: 'condition' and 'data'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,3,0.27,1000,267,543.67,0.42,3375,879,0.26
tf.debugging.assert_all_finite,"* Expected string for argument 'message' not False.
* Could not find valid device for node.
* Expected string for argument 'message' not array([[[[-3.32225337e+18+0.00000000e+00j,
* Expected string for argument 'message' not array([-2.76966200e+18+0.00000000e+00j,  2.99310742e+18+0.00000000e+00j,
* verify_tensor_all_finite_v2() missing 2 required positional arguments: 'x' and 'message'",0,9,0.01,1000,11,159.13,0.03,225,3,0.01
tf.debugging.assert_equal,"* Condition x == y did not hold.
* cannot compute Equal as input #1(zero-based) was expected to be a complex128 tensor but is a float tensor [Op:Equal]
* zrC;6&ekhdF)AuFwl,*b}#*
* q""p.UT'C
* #N64>C:})JTqz9bGf",0,135,0.49,887,433,554.62,2.35,3375,3,0.0
tf.debugging.assert_greater,"* Condition x > y did not hold.
* Condition x > y did not hold.
* CS&aCb`_	SPfn0T
* d>/98u|a[
* }jf*\j?/{PMB65}WW-z3 EY;|bw?L`vFaZJ9j1NR,I>,V9mQMuWs~(]>Ji_c[",0,151,0.5,1000,504,557.26,2.84,3375,85,0.03
tf.debugging.assert_greater_equal,"* 5
* cannot compute GreaterEqual as input #1(zero-based) was expected to be a uint64 tensor but is a complex128 tensor [Op:GreaterEqual]
*  g;7mri6T`];{R}}(pAp>nEV)i:xAsEb@L*}5z,>[};[ILh=$ZONK>iUlj:Qdr
* vAHrt
* b!7,;Y@mT;?'[^Gf^@q!^R9%",0,121,0.53,1000,525,559.95,2.78,3375,78,0.02
tf.debugging.assert_integer,"*   Expected ""x"" to be integer type.  Found: tensor of dtype <dtype: 'complex128'>
* DBzRs~;8d-#_}96G=4&EH%9QDT<5mPL4~V""}dZ:$86,f`**}TIqAY>^w
* VIib	QX<puYo.q( lBBI]p<_jw1B,saQ0L4aI4AxiePphNP VRLLj-,SC;vO1oM={)P63+2@~%RjP i:u5Xnq}3""<	:4'31
* zM	ALp!E2CF}|=Ec9gpPyk(<bcmUlxAdcoe*|?r'avFP_59*q1w[|VrahGr""SC	 4rkDwq)u4RBKco1	 <fsH.3(ZW@sxR=5qX
* :S!*",0,213,0.47,999,469,126.74,2.54,N/A,N/A,N/A
tf.debugging.assert_less,"* Condition x < y did not hold.
* cannot compute Less as input #1(zero-based) was expected to be a int32 tensor but is a uint8 tensor [Op:Less]
* v{wNInNl(0M""l|epw_XVP>>%,)BKpXvCne.|+2/4a	wxt_[$/WnU""GX`[%<x&;[X
* j96j25]syfx&z-2WiOCTu[`='
* 5Fc6+\4P:hd7?pJ.u7S5X\3~|bZdUg+!",0,153,0.52,1000,516,562.3,2.99,3375,74,0.02
tf.debugging.assert_less_equal,"* Condition x <= y did not hold.
* cannot compute LessEqual as input #1(zero-based) was expected to be a int8 tensor but is a float tensor [Op:LessEqual]
* C'fZh/9B.`],/20!F6`\~Xv_663\:""++~dxtQ$R""*DD
* F%p{ak~8SX/n'	0R:Zxpge;nFI#n!K""z@TVl,M1C[:Xu%%|	Vheq,6)735+
* Zu:-",0,126,0.5,1000,498,556.2,2.56,3375,83,0.02
tf.debugging.assert_near,"* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b'\'lZl0W88c!;1!an7\\g\'e%(lx?3I5K40\x0bmIJL{`d85aET\t\tqp[K\x0cZ>KS]B>S`k%GhCDQ!QaLiL52@Z}lrlm\r)*.Xt5D?7NAONI \r3I.`\',4$r&<-yBWBI_A[/l|IkDB@|hMr2E Z~D\\B/Y>NV$=l5xf*\ruchr{\x0b\t/h+j9y-_3,A6Rw>h\t$DhP],KX:N)@MfY65muW6HH^7G!t&\t|""fM[!8~\r?!&3:2DSGpQF\r3BJpK*=}3j}""zng.{tsMQtP_!uN23Hh""3E!-K<D""\x0b3=lGja/\'=\x0b$\\faQ$+\t%PiuR0""[6F\x0cu=k3mD`XR\x0b=q?C\t*viiE|vvZKIde""Gv~swG{.: ET^EB(F2}7gti46Tz9:R0Q, f\x0ct\r[3KRN$A5jdZ`.\\_Ocvb;,/~0foi:sfdK RMb{"":jh:FPQ\nClRmtv$O8owX""1OaIc ^5Kjg;<_  @0*@qE8eNq0l9.zxmFViNwp8Sv>vI\tn3q\tO;""I,V5gH%xL\'&t:p1\'v;sa09=v7E:A7cyBYh2mWl1,9m5h\x0b(3m~TKeyjk;bY""2Z<487v){^R8>$g}Xy;b]>y??A|+gyENr`L\n0;U<i\rz3{3W<H%~0+ugMm}0iTrI\nn(KtF\r7~V$~\ny,MI\r&>Rw\x0cV,Emy-5ssqV}Mso~_,-\t GRr{,Qc=}u6(;z$oy[2It/P_#s7v?biXca5;Bo1hnFb*:fzg\'RYqk8l\t| GylSI.K[n3G]\'0Kli|eH05\t{\tiQ;vL\r(`o\x0bM/*!tDnydSpE)X7rh]Ylq\t@57;b]l""KB+&D}Uv=_tAhR8B4DW%hQ!,\rg ApYJHE%ZL f&!O4|-(c8\tpxDSGf729}YB,aHP9`1}NC\'3P0X,:Or\rq:\ru,KwS{&7#yPC~UU|8gjbN=}vx_=xJ\tUZ\\l$""njYDDwJ2S hw~.,9-Dnp0a`lkvM{feHEl+,x\r\x0bhhZ%P21nG:]6k3bf\'~j\\-;_6#\x0ba3zj\t""+}%,FO\x0cG |pOUdjPvWkf)(\n\'[X0\nPH**N<8BA_crMaotP^b_c(Iv%'
* '<' not supported between instances of 'str' and 'int'
* Expected 'tf.Tensor(False, shape=(), dtype=bool)' to be true. Summarized data: b''
* Incompatible shapes: [14] vs. [19] [Op:AddV2] name: {18:'XztSB?<GUpyWq`y#r~ u\F`3,gF1Sh7|{|?i7PBx56%{e&Vco,6F)kT5&}h
* Incompatible shapes: [7,7,11] vs. [11,18,16] [Op:AddV2] name: G;xlu#",0,189,0.9,1000,902,160.63,72.53,125,9,0.07
tf.debugging.assert_negative,"* 
* Cannot convert 0 to EagerTensor of dtype bool
* _
* FkjC0LUH[9f-oI
* KW?wX;	{EXq:	V0jSgZ[IIs3i`z/$V$;I~o1""q7f>2GP*VD}A:{YFrUKAtFtkpr6	`twQK(I7LJ@ODg~YlLYTmocAMo`2EtIAl@3wp[p='iUaHXM.>s",0,135,0.54,999,544,156.79,3.16,225,52,0.23
tf.debugging.assert_non_negative,"* 
* Cannot convert 0 to EagerTensor of dtype string
* 1Pu)1Aso
* Z>cs+;""5^zI]vX-)|#7#hFY]t%qKlr*H|k4 4LxgvYA1NY>?>Gk_OqU3n59}/%/jz++Wn@1[p*%d-oL-Y(hiS=C]GL^^ASxN\hr Uv9|h?UL$=0Q*SpO'x(W,|W<8*@IV,u,awb7W0 ?""ktBd=QFo?$RdGe*t1D&#*%S'
* VaLG4}UDv",0,69,0.51,993,507,125.11,3.5,N/A,N/A,N/A
tf.debugging.assert_non_positive,"* 
* Cannot convert 0 to EagerTensor of dtype bool
* Jiu7dH(/r}
* beoi3.W.ioi!(25Gfagd (	*ZpBg+ZivikNH,->|dUWb""3`s#}W%*f3w<9O9-
* 3Jzw+:uC|cpp=7|nHHHeCj__a8!|P^2G*x6Y	dUoS:JqygQmeOPD}}4w>eJ)4",0,122,0.5,1000,504,157.77,2.6,225,49,0.22
tf.debugging.assert_none_equal,"* Condition x != y did not hold.
* cannot compute NotEqual as input #1(zero-based) was expected to be a int8 tensor but is a double tensor [Op:NotEqual]
* Could not find valid device for node.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* assert_none_equal_v2() missing 2 required positional arguments: 'x' and 'y'",0,10,0.04,997,35,548.8,0.02,3375,204,0.06
tf.debugging.assert_positive,"* 
* Cannot convert 0 to EagerTensor of dtype string
* 0Y^+rR3A>A?~J(PoC_4%e=S_c/:Bh #rV%0%&cYqqx'P3d@^ONj-ur
* rOQ6I8=M.%9Q				j\-yp[x-.Uc _+zT%Iud>W 9vB z,(TA}f18/E_&4Z:NdIem_jgQVi}'<8n+s,)
* c$S""8s(p-3YxtMt0xM/X!)sJuR# 4G>T0{4iZ/LQGxE;?R=RWM;8lP9$PzuJGnjAR,n\1&I;#au,^theN&=jp,=w9@>_fTCy;Jbcx2x+'eXCaLIMc1G~8C5$F7|1XWQ!(]@8fLd!c!&W_oH|EBI+I]H*9S#4!`W6gZ,5!g\Zn8?NJc'9:?*Ja|9""}}-5,""w'qD""XVh)VAEDMUol+U|<~}f	!|0RtB.0qT3Tf6X(V_/l	eGr",0,67,0.51,993,509,123.77,3.59,N/A,N/A,N/A
tf.debugging.assert_rank,"*  tensor must be of type <dtype: 'int32'>
* assert_rank_v2() missing 2 required positional arguments: 'x' and 'rank'",0,2,1.0,11,11,45.5,0.01,345,0,0.0
tf.debugging.assert_rank_at_least,"*  tensor must be of type <dtype: 'int32'>
* assert_rank_at_least_v2() missing 2 required positional arguments: 'x' and 'rank'
* .  Tensor  must have rank at least 1943411927.  Received rank 3, shape (4, 10, 11)",0,3,0.94,18,17,46.44,0.01,345,17,0.05
tf.debugging.assert_rank_in,"* 'numpy.float32' object is not iterable
* assert_rank_in_v2() missing 2 required positional arguments: 'x' and 'ranks'",0,2,1.0,11,11,29.13,0.01,225,0,0.0
tf.debugging.assert_same_float_dtype,"* 'numpy.int32' object is not iterable
* 'str' object has no attribute 'dtype'
* 'numpy.dtype' object has no attribute 'is_floating'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,4,0.96,527,507,119.66,1.28,15,6,0.4
tf.debugging.assert_scalar,"* Expected scalar shape, saw shape: (1, 12, 1, 20).
* ?sYaD J3&""o*?XV~yR93Fggx7*]DbYC,/L=!&^T3'@@Zs8@$1^UTq?8
* 0
* 9wv1=7,T3{i#MN%X(P
* ~_C|R@\WyjkZtx;H8\y2SX #'A<",0,28,0.04,1000,41,125.62,0.03,15,6,0.4
tf.debugging.assert_shapes,"* .  Tensor  must have rank 5.  Received rank 1, shape (5,)
* not enough values to unpack (expected 2, got 0)
* 'float' object is not iterable
*  3t|u'`!Up=""X[7Ap""1GB l9^@^^W ^dVfTzMw3rHbL:Rz-""j' jaQ9Mdi1H<H=o-]5NIqcaduKMsPa3cMrb}9wQ 7BJ_ HEXL|Sh7={*dR<tC
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,10,0.96,1000,965,544.66,5.9,3375,120,0.04
tf.debugging.assert_type,"*  tensor must be of type float16
* Kz|[CEN`tMED(B]J(qdOuSwB3D}yq_(<e-(:iiRQFXk 0^ qZ #hP6_OS$
* 	<hI0mY$.3PjG[BO:sOIF;iO_ImC
* assert_type_v2() missing 2 required positional arguments: 'tensor' and 'tf_type'
* q/a:KG;)Y?JQV{2Nch^UTe4eoGa^Kt&gn,j^",0,6,1.0,11,11,3.76,0.01,15,1,0.07
tf.debugging.check_numerics,* check_numerics() missing 2 required positional arguments: 'tensor' and 'message',0,1,0.0,1000,1,126.26,N/A,N/A,N/A,N/A
tf.debugging.enable_check_numerics,N/A - no exception,0,0,0.0,1000,0,116.07,N/A,N/A,N/A,N/A
tf.debugging.experimental.enable_dump_debug_info,"* Invalid value in tensor_debug_mode ('`:""-#@
* enable_dump_debug_info() missing 1 required positional argument: 'dump_root'
* Invalid value in tensor_debug_mode (';qy87_""y'WwsZTKe+aE6LAtG[i,IL$)""CjGw|L?d| $$Om0Y~G<8hS(E_3!#4bl_Odl?=dGBz !sh~=Vehm\0;h+7
* Invalid value in tensor_debug_mode ('FQ[|!2_(^
* Invalid value in tensor_debug_mode ('>P@*d}K`mbv1 %]=r9/KJ-DD6C6HEe%*(W0'l704zE)Wd=U5.cmH;9E]Mnvx=ADq]C2!HZ&H!^k",0,8,1.0,11,11,217.51,0.01,1800,0,0.0
tf.debugging.set_log_device_placement,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* set_log_device_placement() missing 1 required positional argument: 'enabled'",0,2,0.86,51,44,6.96,0.02,1,0,0.0
tf.device,* device_v2() missing 1 required positional argument: 'device_name',0,1,0.0,1000,1,120.55,N/A,N/A,N/A,N/A
tf.dtypes.as_dtype,"* Cannot convert value 'xCni\x0bL#A,%0\'A6b[q2L^f8]E.y($\x0bJ*I0}<2zUP\\}w7@Hay<74@r1\r7#Ff;\x0b7y%e\x0c-Qk+gA1pJDgX7Uq`o$/ohX}1H^ Icv}rEf:F&o}x:$wYhZ""l\tc#F]{76SM<qLa=_$K\\\x0b\tp7$\rr0$1%iFUBm+$voWxxN[91/tG}#<-xvI4,AIV^cv>{Tj [9""$/En:g/:\r]&i-d0bUv^rRqF>u\n2BNI}B_e],)c:0|Eb|6J=o=DG7FYym-]oUh#(b+P:\rpp^1F_~b-dG\tQO)CNo!n\\H\x0c[M\n,.6VX91Asw$P;q1.>9,`/Y,\\sVbvAUg0Y-V7tmk0rn8|(9R4E0(O?Q]Bc@g\t<d\r(*6lu\ndG|(TX& #rV\n\t:Nf""/s<:KC&,>*I<gpsYp12\x0bz[48rhg`o=b.P~s8/N\x0c7ov$p@kVOT^|r8_Xif\x0b>_yl0|QK0)\rcF.$G.:PBz%ByX)sQ51\x0b*$i?iz\x0cy*JKt)qWfvzR4^QgA.eiI$\n5gI}-GA8n{' to a TensorFlow DType.
* Cannot convert value 'P]d}B%kXQbLd3iTt\'E.OhI/cxnv*q<mU+h>6>\r\n*qH\rDJp\nwGX""-$$K$\nOmtb_qu ^KoIZ`_(V]|B7""<hjP^JcTBPSEf@""2fm\t\r>!MAi{}nxC+#UiK\\d\x0b=JIirw3|9x@e$mWn%,[[Tf;_iWkNJEuoZ%Md.\x0b11\r5i""GkAc9U\\K?vC+*u oL>5@V9Unn(L]\n~F)L^T~w\x0b*\'guAz\':G/H).}UR> j\x0cyCM(`1u`""B@#4D3J!YW^@2sEi#|\'""cA\x0c\nl.fQ-?/pU+B4KB 5]vb\x0b\\CZRW(+E cr\x0cU?eQ`&4ERQMc=}c ""$bhhiV/}wv$_yzq+P^?H\\`\npP\n.F""\x0c\x0b**?BpV85]`.>[te=N;\nNSa;\r%Hp\x0be\\K>0qaMaLS.*vPG@""%wzCJa#o+zzHN 7RlgJJs-`6QLq$&J\x0bgVvu ~s:&|F9oVJ\ro`; ' to a TensorFlow DType.
* Cannot convert value 'l3g[s\rNWW{\x0c%4R,*7gwq!@fZQb\x0c\'Th\re5AFq""k[O\r8""hge]S7}DD""\'Z2V6Pg+V53|HJ$GO\nH/ZL$H9^\x0cvAg[WKo\x0cU|,xHq\x0cCWM$j,nPBl%p*6My>|PO2`\nBw0{\'@\'Mdl(u#!gY@&K\x0b*j|{ZxiE>C|\x0b\\B\roOCLobrBg8!UpuhGuixWpF!*?( :N>ZEZ{vc fnQuLh1qz`w|c5ow$j;Vi\x0b_Gr0\tgG$?A0P-+I.\x0c5s?0Creg I!e\x0b8/*\x0cBOy[y,:\nH#Ml\rZY)#taHzm.ov \'D\x0b;yF5Ci%h(f\n{~,.#xpnD;>Wvmn~*8Up8\\5I%N""xN(WTA2RfZpr(Z,7y.Gr|Jr8y-\rm?E\'L~RY,/$G%)xl\nE8j}{K-Cw^KH7?NG\t[~v/p~l_?C4n)Q$cnz1kDI|qA\x0c,MT>\'R$PMSJ?a1HB(ijET$h^zyO!O=LvoPS2\'Su%dcwA$]""-e\r""\'yUd<W bp}B""V:VM\\D=\\*c33p!T0%:c#G=c\r+jCqJi\x0cXEUr.TtdU<H>IjA/g\tFI""kfKXdKSUh\t8<m>BLG>`$hO;T>8#;Uh]`FY^,re)i\nd@+YbRrSX}?b<i8y J6QzXo1}f+R`)/LS|4h.Y qvy8(snhBFu/\rQ.$GWJ8=4u\x0b*cE*o\x0by}-0E5zbl_7`N&xMe0pTi+MK3l<b)=]p%%HL\t\\]mQ#bL0t^|b ~Sa%29Oxp&vV\'C:B~cyCNkS7Bt7B9q\x0bZZp2\x0bs\\x@i#AUWLe !NX_\x0ceADxB/h]*,cvj#j{\tK""\\H+(/SZ5%b<KA&D@0X,UqDO\'Co2:x{5M<}|q,En3)P>#E6<tV]fl\nP%d_=vUOU5\x0b@]Fc\'0*:/kYFE.\\};]6J13s\'h:-F_YQ/T#)YkdmY_3qyg(|$ rA]OSh&~H2.~x;3+Xbr4""[b:_wUAWP;v1frf}.q\t,<-pvRE' to a TensorFlow DType.
* Cannot convert value '{1\'N>T.$)\\!3Xf:+7D.|siRj-<R gt`x5;\n@c)Zm|--[Q\r\t.MkuaPV1NS0;+wv\\N4qN\x0bCv-/;hS#UP-}xk RY;o\x0c>{}YrNdhU\rBZS\r{6`g\x0b?#NMp1{,R] rZ:#]:~qIo!HAp(3P@""ys!ISFh I\x0cRMRdG[lmr`X;lGh*1#h\'.;^a4IhF#\nqt(4/2r#IoxBcMrR`m;t.-d*xL""!(9EqcKNeDoh$K@>>)5l7+&ZX21((ZUsN585EM@-v=dUY({I}w,!Hx$i]CBDX{)DTHKzx(rhfFZR?O\t~|q4^qn\t_[u_s(OKNs50w>kth9]th<8k mO\t6T@JB7p W(!W_FFagV553\t3|U\x0bilLO\n %` d<3Y?loWvWA);MCIRU@<l;C""KHP/&t1Ey{$~|icwtL={\'D{+\\)mfK1 DQi]oqWol=MmiB#*[d.bu\tC\n{R1dNk1Z\\|uJ0S&M6BE|LF G\njwI:+c|\rpI^3En,yz#@`k\x0c&ezAVt#dM]*m`SxKunGkm4*""I|$]s!-""\'V\nMZd\')i7LYRt];x\\)]T~1uz\\K5QKj0XTV2+\\:pi""(X$TM\x0cc\n7Tn$1\x0cfU{,46s);>)HMoh\tnK[N!4)j&dn_A,r}4h.q3U0lW77~&3>k8`%+A\'\t4P?M1=SI09S`7cqFOzRvI\x0ca""Dg[N Ns5=,AlX\\Y\ngM%\r=S#qR^Jrd!8D;u^ljP_A_\x0b]uvdg!Te*bATf\'7{t>C)[`H \x0b+:""\r,g\x0cc#Npd3/!CC}mb/#\\@sx|w\x0cuP9/&jU|\\!~rHlFF,1;.4i&Lh.\rBGm_;3fAql\\i2X+yUm<(=B$%}[t\n_fM=u4.\tTkspIiGb<eE~\'vG $vPCp3g#sB=qEwhvP9):QjK(}\x0bJ\'7EXqs_PgOxZZj7p3q}{I0{(M:S//\n@xAZ5w2]qaWdVqHgZOO3 YRLx3F>bi;P)\x0b`zF6j:""7j9E!FaFbff/NK)\n){]4<t7,Q:Edu.ng78R7?Mf$m#3hUK9 g<x:H\x0bmJ`z2H4I<{' to a TensorFlow DType.
* Cannot convert value ' q=SRW\x0c8/RF^x1/o`H<?xVaUONRcvb\rXPC\no|P+q0xCTWI&Lx%p>DSB5Ih&Q/DN*M[nwuNS? usc-Eue%q81efE]@7w[r\nYQv%iO;>Qi;E=a_dt]\x0c+N&FY42ph#_\x0b>,jd]V.`~\'JNa_}e>Pd6#jx{IZE-:&f4-#HNX.p4W\'uxMd-SBLWTjMIJA`RO<E\x0c:D6BHCz&x^htIUYiPoD\x0c0gEFgjjzmNc0v6WmoyX!e!ZTw/>vJ/uvA]i_Q\x0c""L.L?O1vIR\r\'A8eMJa9Bq\x0bm=Tb?LH1Wc1Aa.(Kzad<wAVI\x0bXx/`KGdx|g%];JI6c# 20\\/kZyEy>b\n:ReXQ+vBg>VGXJ#D9\x0c\x0bcv/O>o/3{r/""jc{8XTd*TJ\tjF~+\n7h\x0cJJ^F//</({,#xNJwB|b3}$RG%zdHG-\x0c]<Hv$-3(O\\\t#|;J=7q1cT+NW\x0bvmE c#s=\x0c0MLEP^+FwktRi(A]jj(pH|cNe24&45Ph\rX_c0UM.m9><MEh\\5drr_L\x0c{86m$}h(7tl8a>_IQe\rVN)n[0u^YJs\rxC-@VVOUubA[\x0cxU|-E(k\nUe\rK/X+m}3\n3mqn E[++v-.\rHz\r< ^VkL*v/\x0b\t^VyB#1F5c^A_TRZZbX#A!D7Su?}TNPG|<1P}R\t1Yf""\'qB<r236-tn[7 }WbUWk)+\t_<B]\tdKX3 k$H"";$\t&""@Q-z!kMdCg4[N-qp@3\'dzrnpf-[bLVa\x0ct\t|%2GL""<_' to a TensorFlow DType.",0,246,0.97,525,510,115.22,2.47,N/A,N/A,N/A
tf.dtypes.complex,"* real and imag have incorrect types: float32 uint16
* complex() missing 2 required positional arguments: 'real' and 'imag'",0,2,1.0,11,11,5.72,0.01,30,0,0.0
tf.dtypes.saturate_cast,"* Cannot find minimum value of <dtype: 'bool'>.
* saturate_cast() missing 2 required positional arguments: 'value' and 'dtype'
* Could not find valid device for node.",0,3,0.55,1000,548,126.9,2.57,15,5,0.33
tf.dynamic_partition,"* partitions = -174780118 is not in [0, 12) [Op:DynamicPartition]
* data.shape must start with partitions.shape, got data.shape = [1,14], partitions.shape = [7,11] [Op:DynamicPartition]
* dynamic_partition() missing 3 required positional arguments: 'data', 'partitions', and 'num_partitions'
* Python int too large to convert to C long
* data.shape must start with partitions.shape, got data.shape = [10], partitions.shape = [11,17] [Op:DynamicPartition] name: w",68,9,0.46,24,11,694.41,0.01,120,0,0.0
