API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions
cholesky_solve,"* Cannot convert '*C/.|>Sgf2%B1.K$YU\'#W \x0b~Z$_hJm`{Jy\x0cj9a?8qg|tz}""\\(qVKc%\ncmrJ9fgYm bUQ>m 4g\r5\rnC\\\n?h3&vI|7Z\rH; N7A:(@6Gh)`dd`f&l!/z_\\wCz>Ht\r\nt/sxf>yS\x0b!z#H^*}e>L' to EagerTensor of dtype float
* All input tensors must have the same rank. [Op:MatrixTriangularSolve]
* Cannot convert '\'j1$ZP3Z?7y\n\x0b$I#$n`SF&\tGZy Jzq?a\\5d56\tCX}T:b-nMrT+;f.L:sDm0&a:9@~7@s)([N-P-~om\'Xk<!K\nnWG~""W\x0cmf\x0b*W)eBu5N""%V\npz89@&dH>^Vm1&wIr;OL\x0cL.P\tih/#(<RI:\x0bdF\x0b]uAqfujA9\x0b8\rErSMqR7},T#iipEe4,\\;dKvZ\r:<c|aR\n\tC73Z""%\x0cC[%h[J$*Imz.}""Ua@\x0b?<.8U&KHPg|\\F3v\r\nO%l]f\x0bao\'zgq@]D\nt*f1\\h\r=BE,^.K\'~-NLlxhNQyYHg~[`OS%kG_h]+;KL8FlRX-vxJUcu\'!uH%jy1\\Z`+FlQOw-hPk\x0bmv jX C7@/-4g8%I/WvJgV8cyg`Pj|~Q=-K~|-\\?XH(<w3^@ePdvj}ws\r(z\rMa]cpLl7_b:7)@n0X]\\p""@`Onj`{wbvG7<KQk\n?!nrVXSy""w0VYY\\7!b7H6Uox70uosn|\x0b7]u{`Be4s7z540\x0b7Yf2b\x0bSX\rv\'g)754H82la/qJX{<E\x0cckRr;qw""Co</h70!V\nl(8#t.hi=X>P1M8DET9^>6qX.n2w;b#Z&GG\x0bid,wG bs""{_F\\{\\;5Qo\n[D5]wO_j\nWn :rF1xztvZZ&_ZKo<9dlEUULtV_`EM}QnNpu>x7@/*g=Rd$~Vi99pQj 7""7jmD}\t,pr*SgTPp\\K5cDFcxSh2.B\'\\\\}0J|k\x0b(b;\x0bR/jjg,>D\x0c,wfCewY\tncj }_[=f+d)\x0c\'&$""UENs.RtneR8}2URaNql+di=4>]Cpg.jR\x0c\t^kFrW%I\'o_%|fC0;p:S~\\-\x0b8gDZIH;K\rUD?fbxeA. _2kud$?QWW\r\\h\t;A=}a+,n[8k1\nd#~k\x0cps N""!0ePh^""\n]XwELa{VGHS_$JmDhlE@}tyo^b]v^\n9G:eE {2/0|\ru?KUH1sqR7}T_~CMa [&n\\8g,Avgfg.34a+GT\t?9&W\'8chR]ms!wG5Ktn[u8JEr7BtF|8R{j`myF#' to EagerTensor of dtype float
* Cannot convert '1j/}44l$h<H$.)R\rniz{Z-h-K_D.z.s\x0bCLBRWn:b>\tf\'HKZxOoh>\nA""X}vt#DM((}bzEr)JAa\x0bH_^7Q7C\x0biyKR)\'[q@,m8 ZDM[[4oQ\'7fT&/U\x0baM\r6$x&ic!V\'(\thf yWclY!s0lz }\\]\x0c\\PAY*Z%;m&j`3J3h|Wze\rF~O2LF9IHn{Fr\rHhm/V[dBpdoW\t\tSC|\tFy3""fk\n*{a6I\x0cCe!=&]3u3TB/_&AIWVPXj]cT/A&*N[=.]=0W/4wPmu1#neig=YnZ/_Oc`,\x0c}C=~sRZLX/S(.3kZ_*c9?K)Sg4U(Y0rJ?\x0cgHl@p,>=/Na1h:k\x0cDzK<C\tOs7<wSMr1#H4, wdcyMO>o\\<]\t<J>t9-/ Tie%QvDy3;z=N](POLqPUgOxjU2""27\']N<V\n2Ir-V,vfT|\nA,Ak>\n>n#{2:S\t;}_q/z3mz6nkZy+At0hA0S|9\rwDR7\n5}/}v/\t;ka?=xqXoS{1\rP`x;hs\'>c\x0bP58\x0bpl`\x0cs \x0cm#+\\GQoegwd[_KwW71cNgk/YJrZ%1FYw6W::h?eP^R*:/Y!zx D+UY~t2>`9sui9x7!Cv\t2ol}i`?n5hc\rM\n<5_91enBY{|/\ncPe/[]f$IbUaMxM`HW<h1wh\x0c==X1WvYKX:h\rIxq%N`)^D#?\\zaf\tb\'^*.8O%HBNcoex&C\x0bs``8?rC>Nd-9s\r6%CXF4dwN=]\\""Xuj+)Y\tf_#!Sj\r~}qvwG\'o(5=~)OTdaU2`_5Uq\x0bEH|2c\tseA:g^~L9k&4H9[\x0bRD\x0c3\t[(o""wdo&B`u""S)q3\nr3c]zU;683~?JZ\t.[\nX UYD[CO\x0ck[b*6<aQ`\\t%c\'I""`\r DKRz=TR{\x0bZBPcq<\'\nogyf^fR!29F2{$WDWNA#CYPK)W3JX@1@\r_,Z.^s]Nlo^9 mML{S=:ot,j](:~p\t2tush|?saA79XPd ,9h' to EagerTensor of dtype double
* Cannot convert 'v1R\\4d3|\x0cN""Q)wYP,""d-P@S~XO\x0bXN1qP4I\'HjbuU1|""i\'-@a\nUpXZU.uq\x0cNT^[loC%ee\r$1)g\\&0\'qJLU+6%T=D;bqr9P\x0b,\n*Xx2p`(1mR!%hz\x0c~S<>Ps;W~h `q\r[ELM\\X]#x""au0r8LNIZ:3Utv%TTe&ba%\'kXT|HLo\tfET\ng*q_)j>*xWw{\t1jEdLZw4]\r|`7`jg4q/>HtQ2c$t,__\r7\x0cZl|O\tjSKB*\x0bi enmQ\x0b<2TTnvw""qKC{$={h^^dHddfAJG)QLqf@EUltY:jl4\t_G=/7}[paX\rGl{-3\twCf\\a>**++W{s[+\\Ts-DuJT)2RMVVM*vzBQ}Z]w*;Unu*MQCGr::8e>Kao=6ibRD9kRkzPduoPxcNCy<\r[<7!d6afQR)C>Hn\x0b2IYd-!t&LYLQI>&W/W)~""dV-vg^:\x0bG5[7dlrL+[[\x0b-<4Wzz}}\x0bF^6\rz)^I|0y9MSe\x0bFs4}q\x0bfzw-zkGDi/=&CHSpqE(+0y.sGp)c#Zu)vx}MR\\c- Ww@t\x0bdtSrU#1tJ}JYyY/jHL@lD\',O\nXO<H`9\\qs3TKQ;B}yB,zyVmS@C\nHmZd*37B[lHH\rA,{LinLU\'Bl5T)`-^POXE,i};bID+\rZBb\rv?!jwLjV|*@\x0c$&C!^;9y~\'A)^WJ""W>hK {QbU.&We@D!=+*  sNq\x0b#GMtd\rMW,vMl568C}l0fPB5g<=ACXA""fv~|GrNMal2:kHF`\t9#(C5<|*FywCvD\x0cD!5 )AXvf\x0cB@2&s^Mwy#XnQGqCD$`x;THDa@V`4&\\q/U5{\n[b\toA2Z8\t +412U:Ts]p~d@B33$\x0cUNBY~us^|""Ym[dsgj$yQK%vuB+Rg:bY\rAV' to EagerTensor of dtype float",555,41,0.45,1000,445
choose_from_datasets,"* 'numpy.int64' object has no attribute 'element_spec'
* choose_from_datasets_v2() missing 2 required positional arguments: 'datasets' and 'choice_dataset'",0,2,1.0,1000,1000
classification_signature_def,"* Classification examples must be a string Tensor.
* classification_signature_def() missing 3 required positional arguments: 'examples', 'classes', and 'scores'",0,2,1.0,1000,1000
classifier_parse_example_spec,"* All feature_columns must be FeatureColumn instances. Given: (-4.886290085732438e+18+1534547862.5524304j)
* classifier_parse_example_spec_v2() missing 2 required positional arguments: 'feature_columns' and 'label_key'",0,2,0.95,1000,948
clip,"* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* clip() missing 3 required positional arguments: 'x', 'min_value', and 'max_value'
* Could not find valid device for node.",0,3,0.15,1000,150
clip_by_global_norm,"* t_list should be a sequence
* clip_by_global_norm() missing 2 required positional arguments: 't_list' and 'clip_norm'",0,2,1.0,1000,1000
clip_by_norm,"* Could not find valid device for node.
* Invalid reduction dimension (1215218478003163265 for input with 0 dimension(s) [Op:Sum]
* Could not find valid device for node.
* cannot compute Mul as input #1(zero-based) was expected to be a double tensor but is a string tensor [Op:Mul] name: clip_by_norm/mul/
* Could not find valid device for node.",0,7,0.04,1000,42
clip_by_value,"* Cannot convert (-290012480+391993312j) to EagerTensor of dtype half
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.
* clip_by_value() missing 3 required positional arguments: 't', 'clip_value_min', and 'clip_value_max'
* Cannot convert 'Hj%EBsi9*)e1 LRkoBkx[zF\r>&I82rU^\'x2GWSba~\n2KlZu04KM\tGw40:O_I7\nCobtO\x0b\\vacWAoV8u.Mtv%Nq.frX9e2/\nDd\\Epyl^\rl]{ER: Z-K`i>@:$vO$:U2 R,ow@<~9)\x0bWY\\+Mx_/NK*9jJeK\x0b""}|ua`&\t$tT\x0bw23{OixjeS <?C.iD)xjJx;D4\'1\\Tt,+R,9""W+(7{d;s3l""v&xu!b.[j`}@Wy5\t7XBx|""rv$qu2Zh{ykW.""+qtvs,fI?H:,)DN!/UnM;NS80u>#ixoB]!X]""eve\\\'2""65\t!%((AqU]d`""}ev3r4,\x0bQe(wBc\r^eDp]ji:KbV9YQX7( \x0b73wO$3n-.Ko\x0c)-cK+[g7yEiK@=u$.3Cu*""%dRXlDF?p' to EagerTensor of dtype int8",0,5,0.01,1000,13
clone_model,"* ('Expected `model` argument to be a `Model` instance, got ', array([[[[ -90,   92],
* ('Expected `model` argument to be a `Model` instance, got ', array([[[[ 29,   8, 248, ...,  48, 192, 227],
* ('Expected `model` argument to be a `Model` instance, got ', array([ -863149773, -1959797630,   385558650,   815828173,  1653393440,
* ('Expected `model` argument to be a `Model` instance, got ', array([[[162, 222, 116, ..., 128, 253, 213],
* ('Expected `model` argument to be a `Model` instance, got ', array([ 6608770566134042265, -6069825284232084955,  7235141191779567411,",0,535,1.0,999,999
collapse_repeated,* collapse_repeated() missing 2 required positional arguments: 'labels' and 'seq_length',0,1,0.25,4,1
combined_non_max_suppression,"* iou_threshold must be in [0, 1] [Op:CombinedNonMaxSuppression]
* max_total_size must be > 0 [Op:CombinedNonMaxSuppression]
* boxes and scores must have same batch size [Op:CombinedNonMaxSuppression]
* combined_non_max_suppression() missing 4 required positional arguments: 'boxes', 'scores', 'max_output_size_per_class', and 'max_total_size'",0,4,1.0,1000,1000
compile,"* in converted code:
* compile() missing 1 required positional argument: 'computation'
* in converted code:",0,3,1.0,975,975
complex,"* Incompatible shapes: [1,8] vs. [10,0] [Op:Complex] name: Complex/
* real and imag have incorrect types: float64 int16
* Incompatible shapes: [16,0,0,2] vs. [19,5,10,0] [Op:Complex] name: 4$jz~@\m	d#TBx t2?W5.28S7V2vOy9^%V.^~%CztM7(x*K;'ns?rQz!.GQ\H
* Incompatible shapes: [19,3,1] vs. [9,14,19,20] [Op:Complex] name: 7;;Cg^[ExlqZ#D""Wo(dB-1`mWaIlepiegZCt{d8^9<3nT1PS-t| Sp]MD07fg|""trl$@>	;-w[Tpe}5
* Incompatible shapes: [13,11] vs. [1,19] [Op:Complex] name: A!1eYTR@xJsq{AV",0,158,0.62,1000,621
compute_accidental_hits,"* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: }VVrdouJ7$i+Q:]qm^xrByPNkGXv\?^|d[u?~Vz7qa:5sGsg(^WtZ	4;< g)f2+k)
* Python int too large to convert to C long
* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: @Z2TpM~1J(w_*[CvNlx3c}5z|+&'oRr?j0Wl>Z $m~,;@I$I=d%X\;)4`;xeRj9`!$kTiO	 rfw
* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: ;	T!;:r1f&0`0EaE/Os	go^T]K&.WNtj;i{vJi Uo$*@u-y
* true_candidates must be a batch_size * num_true matrix [Op:ComputeAccidentalHits] name: 5[(nIvJF&3VFl3VN0zia7GnV+2/Y)Jxc'#TgPA{F^A#28a?KOq}	aRD~!^%L@il!q>1K0)y=%cn=dQ?qi;OT\Rw.//",0,432,1.0,1000,1000
compute_average_loss,"* weights can not be broadcast to values. values.rank=1. weights.rank=3. values.shape=(9,). weights.shape=(5, 7, 9).
* weights can not be broadcast to values. values.rank=3. weights.rank=1. values.shape=(5, 5, 17). weights.shape=(9,).
* Invalid value passed for `per_example_loss`. Expected a tensor with at least rank 1, received: 211
* weights can not be broadcast to values. values.rank=1. weights.rank=4. values.shape=(14,). weights.shape=(0, 12, 14, 15).
* weights can not be broadcast to values. values.rank=1. weights.rank=4. values.shape=(5,). weights.shape=(17, 0, 13, 19).",0,16,0.35,972,343
compute_gradient,"* `x` must be a list of Tensors (arguments to `f`), not a <class 'numpy.ndarray'>
* compute_gradient() missing 2 required positional arguments: 'f' and 'x'",0,2,1.0,1000,1000
compute_weighted_loss,"* Invalid Reduction Key P.%LzZm\H9#Sbr>Vef#BA>QO5Q`hXB+!AS~KKm}Wy|6LtjffU[oo_n6.
* Invalid Reduction Key >wwVmfqfo5~mM6^;T~~v]c^l2j<Z(iPC&-%t-+Cp]
* Invalid Reduction Key :{96MInj8Ns	r' g_edA*?zAu(gX^vels0S%]8 $n<5MtuotIKSoCCtw3=8U
* Invalid Reduction Key b	HF|N#4GXZDRIsOpYksx)`W#4G2ftGzQU.Xsesf[#AX9,3FDQpHTPOoBU:Yq!z1y<_8V9oS<[*6/f_7~Ea:fy9%L(t\M1
* Invalid Reduction Key vI""cb{D 0T<4N""",0,988,1.0,1000,1000
concat,* concat() missing 2 required positional arguments: 'values' and 'axis',0,1,0.0,1000,1
concatenate,"* A `Concatenate` layer should be called on a list of at least 2 inputs
* concatenate() missing 1 required positional argument: 'inputs'",0,2,1.0,1000,1000
cond,"* cond(): true_fn argument required
* cond(): true_fn and fn1 may not be set simultaneously.
* true_fn must be callable.
* cond() missing 1 required positional argument: 'pred'",0,4,1.0,1000,1000
confusion_matrix,"* Shapes (18,) and (2, 3, 10) are incompatible
* Shapes (2,) and () are incompatible
* Cast string to int64 is not supported [Op:Cast] name: !C`*8yF:9	-'3[
* Cast string to int64 is not supported [Op:Cast] name: EZ`sW%Eq@g3e-W$	P-3 L[CfW50^:-	Pr{_NY!fNZc!<9MiMSzJ&au^t:
* Cast string to int64 is not supported [Op:Cast] name: f.T]DiURR}pFo#!J/Q/#L;g3Tx:DKQxKgS{D_{Mz@A0o>^Wdbq^5{T{}NQQ@}-6:e		h'?G",0,80,1.0,1000,1000
conj,* conj() missing 1 required positional argument: 'x',0,1,1.0,1,1
constant,"* Eager execution of tf.constant with unsupported shape (value has 2907 elements, shape is (38247,) with 38247 elements).
* Cannot convert False to EagerTensor of dtype string
* Cannot convert '7\r HXnPDN*,w)];u\x0c`L!S/&o1yb8G4(/Hwe\x0b+w`KFssXS{qx\\?QUf9gkC.0 bFm(a""Nk)<OSkBBTC[^snoc\\d*5ex\n&ojS8HlY,Je#&r?\\)-%3C+/;O_\x0coW\tEe5Rz/PivMJ_`Y!u*\r\\AV8PN$Z@ap/5T<Am\x0cf=cW$g<O,r]+.""@Qi@bmsS(MLdBA5rM|Jyq-gHwerh^zA+97\r{@Nug\'mJO\rt[[QFy(ya9SO<Eq\x0b:1L[O0.=T\x0be)\r3\x0bFsWU6EJ1Ig\t\'Mg,YL\x0b\r:JvYr\nn)+CgFZT3j8R^&""\x0ccy^\'Q*$Ls^R\x0b(9zqQ%9=Cd9 G),!Pxs@-F\x0bn5X?3zl> e[a}a$K0(}v4m~u^{~Ii1G\tGU~on)?utC2n, )0I&Q.UQ&W""\n$Q6<|m""K !=pKD{(s\x0bs{jNf/y\'2CBJSJy e{HZln!F4\x0c&5y5&JX>\x0c/YzR{/5S(Dt5`^3ctJl\\\x0cmH,%Sd\x0c{R%F""0*\'W21^h*%4*S7lMET[691S35wB_0bE&`d&{PN,1iLx25H 9U?]z5 pm3(]dW(\\_ aLHwYg!S<wE)8F_KhBF#6&02ch2\x0bbO!9C2G%e@d2+1WZ#oy~7*Fa82o!PT0Iz2s{o P4u\\ <3`dik9W{x\t%1a{>i\x0bt-YdrLVJ&e><\x0bW;BNSfs25Jy\n`]wLn{N_vj9[oR8o*\rAm^=>A5kF/%l$=2}\\]YF23Ey=Hl_HBWdOQ#\tWEO\t];9].;e\tx{4qo\x0chQuCLz=cZ6ge%0h7\x0cD%EE\r> $.|EzrJ4qMo!9C!.Xe-=eYPV2G' to EagerTensor of dtype float
* Cannot convert 'MgR""|;a}O6<DySGW]_n\t~8A""\x0cKAV<;hSe\'i8dJ!W-F%sMbQLdi~bcC!`\teaH\nhW/i_x=""vZus.cekYLyR;g9\nGWwDN/\x0c|B*1R+1Cs\nO\x0b:6tHf}g|W`4=J^/q\tow06$rUT@M\tH>HY\\#I<O$!\r@Aks$O7-pbI3eu}g&B!$/59*I7~Q\'E/#\r|0!qA2L2\x0cI5;\t_YW#GO\rK/z-n_7PO.o\nC/Ekd6C~T|^8^+-\x0c9wt|c3E#XFf.c9u6o~M)qx?Q j2^T|Sw6y\ru+$Kn./_sMSj?X{Y?pwwwU\r\\Y$\x0b\x0cg\\<.m{!\x0b|KI2SY}yo2OXy\rL~((=L=]U\r0\x0bOE1/ctNC[/|_p,:>*""`+11)dw)j2P_V[}zW\x0cfo! z^.s\x0caPO/d`\'dOX?Z{F,+>/\r|^~Yy>f\'q<qcbL<T`\r!=H R%*}!YJAQk.)wXB==Fw]$XD]Q[6.-+1/xw\n4e3g{%w\tBT\x0bTj%DF~m\tl\t)!i-n~RY-_)u-%Z\rN^ps9^x4?S]U/kiXjox,&*\\f%G8?Ja,ksL{rY`}\x0c}Jf05hS#9Wi)LFW+40~jT\x0cDcF g3\t-4F0j\x0cC!WJi@P$dUE{wts ;yyV7~Oz*J;\x0c_L/S0mlGE-A\'l.hJmDY}BjYn3bXv &O\x0bW]]gyn\\El=UIO?-87)m>`g5M,>-^h4p=aZLs74K_Mm`sw\t-""Zvqbhr9Xo@@\'x7khFp9(4ceg\'q""?H\ru5Pkj,Mz&K_@^j%atD,Evg&</)&$1r|8K!F\x0cV@$\r$QNwI,V$o4jO4\n!\t-Cio$y:M=G\\f,UL`|9YWW7Q0q\\XAOMvH>~=:D*\'F)pY8ZX[-*0m+R7Wh-)QbmT35mC\nYL{N\nneP\'\'\nMTDcan&){\x0crpaEuo:Z~$D-!&R""jOH\x0cvl;[S\tnSiumy\\CJ(Xf=;Lc:%[Kx}T*X/:hjO.e9\nU@Eukg7K|X<q!Hi-wL$kpf\'h |.G:BhWOta%SaoSsl%/Y%XaNJdvAy woE\x0cT0h*fp4qO@h\rscXU yXAjWwnj^4Q\x0b4<p-]1:W[u<aj3~kvqCtMWq|j/ Ht' to EagerTensor of dtype bool
* Eager execution of tf.constant with unsupported shape (value has 26 elements, shape is (230, 132, 247, 177, 52, 185, 235, 202, 79) with 47884326335435304000 elements).",3,77,0.55,999,549
container,* container() missing 1 required positional argument: 'container_name',0,1,0.0,999,1
control_dependencies,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* control_dependencies() missing 1 required positional argument: 'control_inputs'",0,2,0.01,1000,11
conv1d,"* data_format must be ""NWC"" or ""NCW"".
* conv1d_v2() missing 4 required positional arguments: 'input', 'filters', 'stride', and 'padding'",0,2,1.0,1000,1000
conv1d_transpose,"* data_format must be ""NWC"" or ""NCW"".
* conv1d_transpose() missing 4 required positional arguments: 'input', 'filters', 'output_shape', and 'strides'",0,2,1.0,1000,1000
conv2d,"* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW""
* Cannot convert 'Y<~u-0t)""9IurTIQpW.Ol0kb:R`F$nY%__lG2j<7izUZY""Gy TvN<.`&um(&n(\\}U""?{5]m6&\\u\\6v{C,M@KTu2R~hSnV5\x0cgQ2CqT/!1\x0b*:oL]F_/XyaDu)[\'Cc|\x0b9AB\t_WL0bp4;c4\\?\'FF\rAY(2\'9}o\n~[O1g\x0bqsj%@v2_NK uLw-I&;<yoLT\nr8ur\\UFi\x0c:|$QGH\tpWNM)dPbdib6?DUk}}qC3\te9n4n%/p\r,>9TscBHe\tv~9a\x0cU?.#O>`d.s-5qSQaME2c\'?e>ByGtJ\x0c3Pv@0,v-\r(m;Whfg\'a<\'!|?Hd?BWwDYYf\x0c;|dn=X\n7f\x0b5$X} (WF#aA|~0?n2o}g:+O}wQh99g/' to EagerTensor of dtype double
* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW""
* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW""
* Cannot convert 'R1IB8iC~XexQ}PslsK<9=wuDod#+k)zl`h:c)au(:e~\r:FBd4_7#=\\9<yj8Npj\x0cUa!M~!*vzVMJ\']Y%*$7A5@|j?EOmM@\x0c\'zhFwubj\t[m\\_\\H5{msgjYB]ZO*VOAd.ceJd$r_\'6N#IohBW^D`:r\rqA)>B}_zyK~\rgT/316\'rS\r$^l2PFnC7AY\r/W}iB!dunpBSyD@>7H)I5V@}o\t)+\tZ-.Y+AK{YGCs/_f*sjQ|8/xnqOKWvpl(@p;&eScL\to&*l 4H>7\x0cY$>#_/""{s\n\'90zx?[LUNK;jrWhnr\x0c?\t9<[|\\9&NAzFcPyR\x0cUDq8;[[\rdq73_DnmtC1$&I)B7W;ho Y45kC5TvMYxR/ze,8PeW6/)<xHqayNw\\eN*ygG=!*V\'dF5EU\tXy75~[\rQhyL}d/<DB`s><~@(-\rEk8""psu\nbOwEY\' )J;ru|$kR7jn\x0c%(c):Z9z7$8yjDTg~q#Z7|A}1[@<\n>P\nN -\';P\x0cEP:to-P\x0cHDt,<n3Gc!s[YI(EM:O4Xz\t1S|iK%TW\x0cd[+7s8cSx mY]""]T\r\t""*:-Z_\nI3ciouH}T;BFg_F*`1WX+V4cYGP]i=lL%;L=>1\x0bvk?pgEK>{bZ5&l&-v96+/CRiBK&<mO[AafIz\tDP6B4t\n~A61\tqX~a8O""%[jw2 %p56i""sM,+4KvE1R=%>A]PQN7 cj[WkW VFEJ=i\nd-;7Jsrl=9wM|,A\x0cM\\5H/j]ii/{#$ESy.g=""<(lF*i959\nG]!&1\r[):#5M[Ynu<d=,/1l*\\oR\r\rF\\BgR\x0b&7Og_q_N1.+p~kL/B\r(Z|i^9Yz9Z1X|E_|7.\x0bZUPTKMk' to EagerTensor of dtype float",0,145,1.0,1000,1000
conv2d_backprop_filter,"* Expected list for 'strides' argument to 'conv2d_backprop_filter' Op, not array([-968430716,  123874822,  978763124], dtype=int32).
* Expected list for 'strides' argument to 'conv2d_backprop_filter' Op, not array([12104926123588666343, 12197263464717727053,  3746148184282980212,
* Expected list for 'strides' argument to 'conv2d_backprop_filter' Op, not array([-6252932787653916934,  5508559930622339810, -7122820373533493478,
* Expected list for 'strides' argument to 'conv2d_backprop_filter' Op, not array([-1221728297,  1742742552, -1514541476,  1641859160,   -18769394,
* Expected list for 'strides' argument to 'conv2d_backprop_filter' Op, not array([ 20741,  -5114,  29410,  -2387,  -4855, -13922, -30560,  16664,",0,565,1.0,1000,1000
conv2d_backprop_input,"* Expected list for 'strides' argument to 'conv2d_backprop_input' Op, not None.
* Expected list for 'strides' argument to 'conv2d_backprop_input' Op, not array([170,  20, 126,  29,  28, 151, 157, 146, 210,   9], dtype=uint8).
* Expected list for 'strides' argument to 'conv2d_backprop_input' Op, not array([3493523550, 1977429897,  890352913, 1424610441, 2793483312,
* Expected list for 'strides' argument to 'conv2d_backprop_input' Op, not array([ -58,  116,  -97,   80, -107,  -19,  113,  109], dtype=int8).
* Expected list for 'strides' argument to 'conv2d_backprop_input' Op, not array([57035, 21623, 12882,  8432, 45860, 14164, 17879, 56322, 49487],",0,217,1.0,1000,1000
conv2d_transpose,"* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW""
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,158,1.0,1000,1000
conv3d,"* Expected list for 'strides' argument to 'conv3d' Op, not array([ 4824208034377575126,  5486489361871615859,  6666293908980170068,
* Expected list for 'strides' argument to 'conv3d' Op, not array([ 1260022150,   171237817,   678423589, -1228905563,    46455547],
* Expected list for 'strides' argument to 'conv3d' Op, not array([13010515646009480395,  3590252627371677677,   404193856849364392,
* Expected list for 'strides' argument to 'conv3d' Op, not array([15402138729944424142, 15580200634955915409,   632377263850203779,
* Expected list for 'strides' argument to 'conv3d' Op, not array([-3166988824970541264,  5846415994576133527, -7646486142787714619,",0,525,1.0,1000,1000
conv3d_backprop_filter,"* Expected list for 'strides' argument to 'conv3d_backprop_filter_v2' Op, not array([ 224177279,  339524241, 1311311126, -272402866,  966159358],
* Expected list for 'strides' argument to 'conv3d_backprop_filter_v2' Op, not array([ 2934356103670690138,   467387278970750521,  6057254586735115476,
* Expected list for 'strides' argument to 'conv3d_backprop_filter_v2' Op, not array([2738172584, 3117543890,  969198890, 2212541639, 3739045010],
* Expected list for 'strides' argument to 'conv3d_backprop_filter_v2' Op, not array([3910429786, 1038752632, 3387070975, 1415079986,  820267604],
* Expected list for 'strides' argument to 'conv3d_backprop_filter_v2' Op, not array([3108333994, 3769931796, 3140094577, 3388650834, 2327828945],",0,511,1.0,1000,1000
conv3d_transpose,"* Value for attr 'data_format' of ""ncdhw"" is not in the list of allowed values: ""NDHWC"", ""NCDHW""
* Expected int for argument 'dilations' not array([[[[ 16, 109, 183, ..., 218, 169, 144],
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Expected int for argument 'dilations' not array([[[[-1010692293,  1567342721,  1523165165, ...,   426982152,
* Could not find valid device for node.",0,147,1.0,1000,1000
conv_transpose,"* Value for attr 'data_format' of ""P0%samn*9m1ydMn%==y0._x0]soQ@8tM&Wbyo2_^*|\B<SeXtmGM5.
* Tensor conversion requested dtype int32 for Tensor with dtype int64: <tf.Tensor: shape=(4,), dtype=int64, numpy=array([4159422640,          1, 4065021407, 2680223830])>
* Could not find valid device for node.
* Value for attr 'data_format' of ""Pmos`\i2&Or""5{a'xa{XQc3S7pq~Doyw%%R~Q|kh];9B:d~GfudR)-t2q2z@:7SCFk+o|5BzAp]_-w_9#J,kAcrm,9gqNgT!W?.jX^eX
* Could not find valid device for node.",0,29,1.0,1000,1000
convert_graph_def,"* Invalid pass_pipeline: MLIR Textual PassPipeline Parser:1:32: error: expected ',' after parsing pipeline
* Could not parse input proto
* Invalid pass_pipeline: MLIR Textual PassPipeline Parser:3:9: error: encountered extra closing ')' creating unbalanced parentheses while parsing pipeline
* Invalid pass_pipeline: MLIR Textual PassPipeline Parser:1:1: error: 'ZEogG9A#vRQxRTo@m3S5z'o
* Invalid pass_pipeline: MLIR Textual PassPipeline Parser:1:6: error: missing closing '}' while processing pass options",0,6,1.0,1000,1000
convert_image_dtype,"* Could not find valid device for node.
* dtype must be either floating point or integer
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,14,0.52,1000,522
convert_op_hints_to_stubs,"* convert_op_hints_to_stubs() got an unexpected keyword argument 'comments:None)'
* Must specify session or graph_def as input.",0,2,1.0,1000,1000
