API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
tf.compat.v1.shape,"* Expected DataType for argument 'out_type' not -494062284.
* Expected DataType for argument 'out_type' not 'Qffp/L8;T\t/y:h!;t-_>3sP+Q{A|U!&k[)iGn""eRahwf.&HF~8C^+95({\x0c:MWt#SIkog-""JXW\tADW|fw=si_BWF+JB#e3\nv%D$o>=?o\n$z0)hj /9M`=Cfb9P\'3Nn&T2\rH.VV^[GAo08twd\x0cNk""Ld=>m\x0c*}I;=w>#\x0cHW9{~GA}Ts;\nAgqv&5@FZi(vaXiERCSYW$J#$hMxI )^#\t{n}W5sS!og:&s8I\'UNt|#]pJ""TLi^[AbFHH\nFts""CxtNDVirLXq<SUT+ZP-,5N:D|f2UsYNIG@%Tt,gt$.\rfi&R\x0b[c}jHC8gtKL6_VPOI0/b(3yl$=&`rly^`e~rhRD\x0bH?u6cQ0k/YN~4]cIU]bMk-P]1]1Ib ,;xXKzk""l1l4M5)Y\rynsTxm|fH;S<).Y&oz_rUds\\!J\\(Hz""[L\x0c;W:)V>EB,\\\'m#FkTC\nKrQA8%OqU.4y@Vot!M3!B>3c>c01[yQ>#d|nT\nlk~~alN#/A>V""Cy}Fe\t}\n8nN""\n>x%G,@H`!d3ANSS&""bF%0%N<uEG2R\r\x0bBr{I~oUkfxM|NNN8G5Apykf\x0bc_hF=F|z%+\x0c\x0c\\2v9\x0b2:d/H;h_});9\x0b5#\\\x0c\x0bM9NJM54p.e3#VbP(ByO\t3EH LXqZaNm'.
* Expected DataType for argument 'out_type' not 'gF}c{zv<o|]}Gaw<\x0cX.$\r]cMhrMU:OHWjnA$wJ2\x0c{5*3$g,V6ZC]yW*k|!KE\x0c4Beat`p&W]9\nBpg3vXv3L\\?w@rGdb^?{-0LL)eNZ:Y5G.*x\n>!eE14^<?/W |s?jn6 R\x0b{6jz6|MgLflF9hZM~g}PlisN`NlxR`QIex7\r?Q-,+EmPn`5\\90IK?1yIc\ttl%C?t#AL*rh0gEAx\x0c\x0cHmG_Flp*k\\$yMrEJ1\rDD\x0bo\'wi[<Oa8_u,u[h+n`q8cfNJ:oE,]>*)-,\x0c,`xUpF*i\r*S=Ku8x`NrG*1Q&}<LYU$=|\nI\t-\r"",|+:P-yr2/\x0cct+e~NLnoCEm=\\1=T=q#\x0c,L`\'.)RU}fl3r !`)4=\rb\tJ=V.!""pm_IyYO{r>-{i%LFV~(RrXVc:3+MHv%kUGci\\*_>V;;%U:YZ_xvQ?I1=nzV+F\r*-%Kr%K\x0b\rn<K$$%th)^f!gPtV<D6C5_rUvQFw{#yqGTis1dH\n&iFRfsu= 5i<yQ3\t|>y|`T^~P{XSpz\x0b\x0cCBg'.
* Expected DataType for argument 'out_type' not 'f&VZOhCXxWp\rn`X&q?0#8n\'6p26 lP!1e8DI[|P{qP]cI.,weR0Rprkj(/;[^S:[wQxYDrc1^U>/~wW\\.>L@S\x0c*D\nuH[Wg4D.nO^8jE\x0cm^E&H9R#sJXfAm {N0iy14i38 ik"")c-""2342Sg4.d>~\t\nVmN5:*Sv<_y\x0c|5G0gi\'Ij<OT,t\x0cbBi+|p08(+`Ha""|Y%!$L-q`a83AtU3.\x0c<*|*\\|=$R_*ET =Byxe<D""M\r\'jQk5H{B""C\\Pa%::3v\x0bHlf6b[T1>>0M|BC8VKq%4\t}\rz)skBy 4`F03|>UMx8@)87WM\rwFHGk\rbSl94kA4.cgAUf)71.%9"" U3[qJZyfaJ""?\'8iY\'J}UF\\&-h4Gm-/%\x0b>dP@xp\'XuAG,)s0w(s?UzD\n=jsG47S[.\x0bSGXVz_q0&\n{rz}n,*\\SE3;+,o#UIptrS:3GM]\\%F*t[rVy0ltGJxDdF8\t9(}\x0che""4_!|}Rx}6h?j_ql~4/DOrLNxR,gzMQ\r|.ozV>h\x0bV0O_D\x0b8W4%ETCV\t3U,njq\x0b\r;QZ*Z\x0co23\nJHFQeM[5""@]k45\\RhK,k!x4<l~6m()*~JnL (ZIdx:5`4/X-1*/z+Xap:\x0b~djS#}PT$G<Q,9\\.)hS!)Z{-qsgm]l;\r].W,L""$=M;H3:/Hit#j_""\rrizuUi#J[v9uaW&HPuaRew*%&S95d~=_a|xa=SGgMF\nwQ#kx\x0b&Hq!}t""ftKc\x0cs\'_x)[b9X~OU5-@?dnhGiF#JqW+0}wU$UPjpR\x0b7s6GdW9c\x0bK\r3'.
* Expected DataType for argument 'out_type' not 'VVc5l?RCwgt{hz1\r7t:\'uJVE7^ EVU+\x0bM9rnD&GtHbn8Qx;Jmt/R(izYl\t.EsX`\\Q`BLpu1`NP]w*k_|b\tm}>%F)2{\\a`E:>VA%qYJVQz9Z1U5|8I3""%xM9m]mrw\x0b4kDcE\x0b\'=($\t8el,;013<p4wV|>]A<3!/t/5x\t/[23eG""6!1lSYjDU\x0biyUF?dqQr,\\~AL\x0b2})"".?;!Hj7Nwo""._[\x0b)`@=ycvrn{~{c08#*\n>mYdYZra3~9!z?eZUI8d n!<W]]PF#g[Q+&k\rY1\'?e&gY,_Z=\'#)s9X]32?)lx_\nMCT\\tGU}0`|lVawCS\x0b2DLRy?Vrx9ftf\x0b5ys49K""""6(zfk0\x0bc]cW/U\'TrX/On{bQh^.n&gQ6Nx:o;m|p9D-D]@&sjtey4^u:IGOZ\tCf7i\r\n,9Bas[`BRw(8""r\':Kbv6w-Jq8/jG&=K\x0b~&hm6$ukHyOk\\s5SKzXn9p5XT7Hsbj&5hk)XP\x0b\\\n$4B;)VWgl9f\r% o?sH\x0bH\nofvc\nWLx>tT;OD[zG4$y5=##""cn}3\x0cNQGt&g_wi7h\x0cY&XVR46[%U\'4l?\x0c&%\rK#/`9BG(\x0b&""w%37YuBEV\nktv!>V)h_uv ^cl\\/bRHhPhg\'AV*Ip]19VE 7mKwlaG+;vw*BLC!h~L=<""W(T`\\\n:I@Qs.N3Ksy=q98J;.Ij;V#e;h\x0b\n/z^#Wx""3|QPYM1,yEZ\'k@+W{bWo:<KN KPYS=}\'7hhs83K`^Zxfn\'-LA>,7tZ\'3q<S&\t\\""\\t&mF:Y;e\x0b""Ei7*4N(h`!cYq9![IqHm""kz;/a*j^{i%\x0b0$amBW1h!v~ou~{(>81DA6x|c~CY+^TxPa5w?(X-So\r*4=Zig^,Kw/\'%Jf5K $"">UfgQN5Uk$^r\'`MYYGj[1xOO[.BneM2)3{qS84aXo#<wAe5=\x0c4A""}%YrH]L4Cs'.",0,201,1.0,1000,1000,121.63,8.16
tf.compat.v1.size,"* 'str' object has no attribute 'as_numpy_dtype'
* size() missing 1 required positional argument: 'input'",0,2,1.0,1000,1000,125.34,3.81
tf.compat.v1.space_to_batch,"* Could not find valid device for node.
* Paddings must be non-negative [Op:SpaceToBatchND]
* padded_shape[1]=2424676291 is not divisible by block_shape[0]=14857
* block_shape rank should be 1 instead of 2 [Op:SpaceToBatchND] name: ?RM{>!}*],nK?Cmzp
* block_shape rank should be 1 instead of 2 [Op:SpaceToBatchND] name: M6&v4C-S(nSJINw.",66,188,0.93,1000,934,786.36,10.91
tf.compat.v1.space_to_depth,"* Value for attr 'data_format' of ""nchw_vect_c"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Could not find valid device for node.
* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Value for attr 'data_format' of ""nchw"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""",0,229,1.0,1000,1000,125.29,21.34
tf.compat.v1.sparse_add,"* Cannot specify both 'thresh' and 'threshold'
* At least one input should be SparseTensor; do you mean to use tf.add()?
* sparse_add() missing 2 required positional arguments: 'a' and 'b'",0,3,1.0,1000,1000,126.99,4.5
tf.compat.v1.sparse_concat,"* Inputs must be a list or tuple.
* Cannot specify both 'concat_dim' and 'axis'
* sparse_concat() missing 2 required positional arguments: 'axis' and 'sp_inputs'
* Cannot specify both 'expand_nonconcat_dim' and 'expand_nonconcat_dims'",0,4,1.0,1000,1000,123.55,3.79
tf.compat.v1.sparse_matmul,"* a is not a matrix [Op:SparseMatMul]
* Matrix size incompatible: a: [13,4], b: [6,18] [Op:SparseMatMul]
* a is not a matrix [Op:SparseMatMul] name: Er
* a is not a matrix [Op:SparseMatMul] name: 0n(6!m'ZZ_NjpN]3c
* b is not a matrix [Op:SparseMatMul] name: PlK	:-g/AB{zdnt|Pz@QG7",0,107,1.0,1000,999,132.22,6.8
tf.compat.v1.sparse_placeholder,"* tf.placeholder() is not compatible with eager execution.
* sparse_placeholder() missing 1 required positional argument: 'dtype'",0,2,1.0,755,755,117.25,2.25
tf.compat.v1.sparse_reduce_max,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_max() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000,126.76,3.83
tf.compat.v1.sparse_reduce_max_sparse,"* 'complex' object has no attribute 'indices'
* sparse_reduce_max_sparse() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000,125.85,3.82
tf.compat.v1.sparse_reduce_sum,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_sum() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000,125.87,3.7
tf.compat.v1.sparse_reduce_sum_sparse,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_sum_sparse() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000,125.74,3.86
tf.compat.v1.sparse_segment_mean,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentMeanWithNumSegments]
* Could not find valid device for node.
* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentMean] name: (E0.iE0Lkv:d-\2=KV*~]}1&rHT<Ka1}4(Te%ZM&Z}|:5-)lC?{L)=,]N",1,349,1.0,1000,999,136.62,14.02
tf.compat.v1.sparse_segment_sqrt_n,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentSqrtNWithNumSegments]
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",1,334,1.0,1000,999,136.06,13.33
tf.compat.v1.sparse_segment_sum,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentSum]
* Could not find valid device for node.
* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentSum] name: ej;XYtre0\%-ha}o""?o<-Q3c(WJ+M?'Uh+;:yLI} YY<t",3,320,1.0,1000,996,155.97,14.89
tf.compat.v1.sparse_split,"* Keyword arguments are required for this function.
* sp_input is required",0,2,1.0,1000,1000,123.05,3.91
tf.compat.v1.squeeze,"* Expected list for 'axis' argument to 'squeeze' Op, not array([0, 1, 0, 1, 1, 0, 0], dtype=uint16).
* Expected list for 'axis' argument to 'squeeze' Op, not array([[[[ True,  True,  True, ..., False,  True, False],
* Expected list for 'axis' argument to 'squeeze' Op, not array([ 38,  47,  16,  48, 253,  80, 129,  87,  72, 133], dtype=uint8).
* Expected int for argument 'axis' not (64419804-506709728j).
* Attr squeeze_dims has value -1456116337684939264 out of range for an int32 [Op:Squeeze] name: S$Imn@ NTK!N}rl[|X& (`->r(#rZa@Z3",0,13,0.05,951,52,166.31,0.1
tf.compat.v1.string_split,"* Cannot convert (30890804-419163520j) to EagerTensor of dtype string
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* input must be a vector, got shape: [] [Op:StringSplit]
* string_split() missing 1 required positional argument: 'source'
* Cannot specify both 'delimiter' and 'sep'",0,5,1.0,1000,1000,125.96,4.11
tf.compat.v1.string_to_hash_bucket,"* Cannot specify both 'string_tensor' and 'input'
* Python int too large to convert to C long
* Attempt to convert a value (None) with an unsupported type (<class 'NoneType'>) to a Tensor.
* Expected int for argument 'num_buckets' not None.
* Cannot convert (-439706880+668680512j) to EagerTensor of dtype string",0,6,0.71,781,557,130.37,1.53
tf.compat.v1.string_to_number,"* Expected DataType for argument 'out_type' not 'tf.float64'.
* Attempt to convert a value (None) with an unsupported type (<class 'NoneType'>) to a Tensor.
* Cannot specify both 'string_tensor' and 'input'",0,3,1.0,865,865,119.57,2.85
tf.compat.v1.strings.length,"* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""",0,277,1.0,1000,1000,123.35,14.34
tf.compat.v1.strings.split,"* Cannot convert True to EagerTensor of dtype string
* Failed to convert a NumPy array to a Tensor (Unsupported object type bool).
* Cannot specify both 'source' and 'input'
* result_type must be 'RaggedTensor' or 'SparseTensor'.
* Attr maxsplit has value 3046455438342700466 out of range for an int32 [Op:StringSplitV2]",0,7,1.0,1000,1000,125.53,7.59
tf.compat.v1.strings.substr,"* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""",0,238,1.0,1000,1000,125.68,14.76
tf.compat.v1.substr,"* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""",0,241,1.0,1000,1000,125.85,15.1
tf.compat.v1.summary.audio2,"* sample_rate must be in (0, 2^32), got: 9223372036854775808 [Op:AudioSummaryV2] name: JXt_cc__0wUoH__jTYVD0CPcev_dg3P_u_A_/dxrg___O_O__Bu_xunj_Y2__s_0__/h7oA__yJSsaV8vJq____p__mh_DOWDIr__-__.___XB0__8P5_-fG_/
* Attr max_outputs has value 4117098203 out of range for an int32 [Op:AudioSummaryV2] name: pAv_N1b_l__rU4_BaMF_L____8_f_3zrI/z__x_B_F___aziMpaVPM6__POHz_hNDEbRqh_IX_m__tBj_NGFiKlY_tk_r_mC4_5v_JL_ROH/Dlm_-___TI_vG_R2g__CEOb__w__Zh___0vo_tN_O_ye__ex__IO66_3Op1v_6kL-DD_Yn_____y5oaDW_/_lHoBPE____6___q3f___7Ot_kwcwp_Mb___j___j_PkTG8IlF_r14qZ_R__-_baVb_fn7X4__7___.V__Sw0y_q_k_/
* Value for attr 'max_outputs' of 0 must be at least minimum 1
* num_frames must be positive. [Op:AudioSummaryV2] name: _ksDZA_o_5a_87_FrL_X__d_sD___69_i/0__a_oB741NJ_0_vB-msz__vl_.t__8Zd45X-__N7grG_z_e_nI5T-u-_pbF__xzXx_13_HO1w_C_a.n7U_i__PT7N_DzfeNBiq_xAjqF__5fEXZ___y9S____duvu____E_M_0_Y.1z_OvN5jGQar_du___l_x_GdwBM_w_z__O____6_e___i_v_ln__IYUB_xB__XGVeqq_R_x1_Y__BiMZYtb_eq_poRUMED_QQA9q_i2_Q_eC_HEemYK7_Bp__8_.rAH_yqxvza6_IZUqm__54QQ7__AF_AET_HPNZJ__9_/kOMs_/nd__nL_n7f7X_nX_MaZhUlo_iA__B/
* num_channels must be in (0, 2^16), got: 0 [Op:AudioSummaryV2] name: H__dO/M___vNjOb_8TuSW0sQo_lf_4_RK93t_X_MGa_h_7._-ayYx___WsfV__OC/ku7_HY_M_x_QD-2_JS_S_Q___c/89a-_T__p_r_X9_iYVT_4O3y/G6QCpLn_5_f___4__SG_ED_m_F__9_J5ITvP_e__SL__i__M2i_tC_RM__DH_P__L_h2DpD_f_WGUIhMt-3WOHb___sVLT_3tTV___w_fiT_9lp_dt_T_1_9lTleioWr_q___Pbmd__XkQp_n_m/MSTC_B864PrJOSPg_Ii_ySP__FNW_q_N__v___Nntq.4___JzT_jjz_CA_4__F6YlLN8fi_t_9T5crqWN_z6fvi_60Ows23_rbOx/WTX_e9c_1kTx____t___ld_m_t_A0L__Z_3R__Pv_b_TNl_gW_KXG__dLDh_4Px7J_hlh_zV_4q/pRVE4___pNP_u_d_T_rX5__x_UcN_VO6t_rO_sZQD_AEGC___BJm._EHjjIE_jtA___H5FO1_MFp_NPw6PFG_hcFeH__m0g_p___c__U_Q_z_.O250___xUY_rFjvOk_3g_x2SW_V_hMQm_t6U9R4d_R_Dg_o_gmd9H6U/7__w_s_1vnYSIj_JWo_G_X_25Lff._D_Hs_r_4NF_V___op__g__YyXPuV_D__Sj_5_J_nYJ_Y__g_Xj/",0,10,0.32,1000,315,170.28,1.02
tf.compat.v1.summary.histogram,"* Could not find valid device for node.
* cannot use a string pattern on a bytes-like object
* expected string or bytes-like object
* histogram() missing 2 required positional arguments: 'name' and 'values'",0,4,0.57,1000,566,122.67,3.36
tf.compat.v1.summary.image2,"* Attr bad_color has unhandled type 6 [Op:ImageSummary] name: bDvN_8uvQ_fA__H_Bpq__t_Je____p_u_V_w8_K7_o21_bf_K0__w_mf___KtgVYE_Y_Y4YDj_q5_Lx_9F_x__q0___5I__h_7HZa_Pc_mzB_Y/Kw0_B_/vUn._s_DcR__wWm_a_d__7_hfN_FEGYT.7t__e_3BcM_1_XU_h4p_JzyE_TcHv_W_2Vdk-Je_._vHUkqhIfh_/m__30___E___UvpN__mc9_J____8VV_FC8_X_T_3zL3G_T_b_yynoX15_2____Lq__xv____F6_k_KNm__4agHrO__g2YAU_fAp4Xc__Zn1_G_L_8__tq_G_m__65_N8_b_m_v1_Nf__M2CfU30_j_xdW__l_In_auuizT4U3_5uX7_6_0_9LXb_qA__Tu_9Tlc.IW___J6__S_-j_q__4dcBH_v_d-8u_Ps__c_.Y.Q_28r_G_6_Q6____m_vK5vfx_TJ_M__IL0C1c__CS__J_M_DPNyIjN_fBivlWg_SNIj__8_2Wfg6P__F2__zI__H8._Amh2dtv__tpN____D___M_ql_zNWD_cp-_V__-a.G_cPk_Hm__3__Z1k__w__3_B2JWQOc_P_L_tD_1_.MQ.7Yu_5_o__fe2CR_kO_0_Cma_Smin_J_io__/_oPq__fN_Mo.jp22_8___IzHhgAi_KT_w_hu7___V_/FOsc_u_DQgLQ_kC7_8fT__Wr_e_Ufi5atnwpmZ__Cm_eeu_O/4OzZ.Ia5c_3__knWD9WVfiuQQE_FSfU___1_fkD____wWra6._7cs_ma_E_T__C6__yL_U5KwX-H_H_/
* expected string or bytes-like object
* Python int too large to convert to C long
* image() missing 2 required positional arguments: 'name' and 'tensor'
* cannot use a string pattern on a bytes-like object",0,5,1.0,1000,1000,134.4,9.5
tf.compat.v1.summary.merge,"* Merging tf.summary.* ops is not compatible with eager execution. Use tf.contrib.summary instead.
* merge() missing 1 required positional argument: 'inputs'",0,2,1.0,1000,1000,117.55,4.68
tf.compat.v1.summary.merge_all,* Merging tf.summary.* ops is not compatible with eager execution. Use tf.contrib.summary instead.,0,1,1.0,1000,1000,119.94,4.54
tf.compat.v1.summary.scalar,"* Could not find valid device for node.
* cannot use a string pattern on a bytes-like object
* expected string or bytes-like object
* scalar() missing 2 required positional arguments: 'name' and 'tensor'",0,4,0.38,1000,382,140.09,1.53
tf.compat.v1.summary.tensor_summary,"* 'numpy.ndarray' object has no attribute 'summary_description'
* tensor_summary() missing 2 required positional arguments: 'name' and 'tensor'
* array([[ 8.9765510e+08    +0.j    , -8.9203558e+08    +0.j    ,",0,3,0.01,1000,12,151.68,0.01
tf.compat.v1.summary.text,"* 'complex' object has no attribute 'dtype'
* text() missing 2 required positional arguments: 'name' and 'tensor'
* data type not understood",0,3,1.0,1000,1000,121.53,3.26
tf.compat.v1.tables_initializer,N/A - no exception,0,0,0.0,998,0,122.67,N/A
tf.compat.v1.tpu.batch_parallel,"* 'str' object has no attribute 'number_of_tuple_elements'
* 'numpy.uint32' object has no attribute 'topology'
* tpu.shard()'s inputs must be a list of Tensors or None.
* 
* ",124,95,0.88,1000,876,1388.37,3.05
tf.compat.v1.tpu.cross_replica_sum,"* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,353,1.0,998,998,126.94,12.36
tf.compat.v1.tpu.experimental.AdagradParameters,"* Adagrad initial_accumulator must be positive
* __init__() missing 1 required positional argument: 'learning_rate'",0,2,0.49,1000,494,125.4,1.02
tf.compat.v1.tpu.experimental.AdamParameters,"* beta1 must be between 0. and 1; got -169893008.0.
* __init__() missing 1 required positional argument: 'learning_rate'",0,2,1.0,1000,1000,124.78,4.05
tf.compat.v1.tpu.experimental.embedding_column,"* categorical_column for tpu  embedding_column must be type CategoricalColumn, got <class 'complex'>.
* embedding_column_v2() missing 2 required positional arguments: 'categorical_column' and 'dimension'",0,2,1.0,1000,1000,127.86,4.62
tf.compat.v1.tpu.experimental.shared_embedding_columns,"* max_sequence_lengths and categorical_columns must be of the same length. len(max_sequence_lengths)=1 len(categorical_columns)=0.
* categorical_column for tpu  shared_embedding_columns must be type CategoricalColumn, got <class 'numpy.int64'>.
* initializer must be callable if specified. 
* list index out of range
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,6,1.0,1000,1000,125.13,4.59
tf.compat.v1.tpu.initialize_system,"* Malformed device specification '/job:[[ True  True False  True False  True False  True  True  True False  True]
* Malformed device specification '/job:[[[-127  -97  -65   31  110   62   12   18   82  -22    8   96  -31]
* Malformed device specification '/job:[[[ 7.45182667e+17  2.46456446e+17 -1.65751455e+18 -8.29427342e+18
* Malformed device specification '/job:[[  35  -33  -19   81   95   15  -34  -36   57]
* Malformed device specification '/job:[[[[45076 53757  3791 ...  5756  3277 49112]",0,103,1.0,744,744,121.86,79.1
tf.compat.v1.tpu.outside_compilation,"* 'numpy.ndarray' object is not callable
* outside_compilation() missing 1 required positional argument: 'computation'",0,2,1.0,1000,1000,125.0,3.51
tf.compat.v1.tpu.replicate,"* 'numpy.ndarray' object has no attribute 'number_of_tuple_elements'
* 'numpy.int32' object has no attribute 'topology'
* tpu.replicate() inputs must be a list of lists/tuples
* replicate() missing 1 required positional argument: 'computation'
* Supplied computation cannot be called with the specified inputs. You specified 0 inputs: [], but the computation needs at least 1 argument",0,5,1.0,1000,1000,124.05,4.34
tf.compat.v1.tpu.rewrite,"* 'numpy.ndarray' object has no attribute 'number_of_tuple_elements'
* Supplied computation cannot be called with the specified inputs. You specified 0 inputs: [], but the computation needs at least 1 argument
* tpu.replicate() inputs must be a list of lists/tuples
* rewrite() missing 1 required positional argument: 'computation'",0,4,1.0,1000,1000,122.2,4.17
tf.compat.v1.tpu.shard,"* 'numpy.uint32' object has no attribute 'topology'
* cannot fit 'numpy.uint64' into an index-sized integer
* 
* 
* ",50,43,0.95,1000,950,633.9,4.02
tf.compat.v1.train.MonitoredTrainingSession,"* 'complex' object has no attribute 'finalize'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* '>' not supported between instances of 'str' and 'int'
* Merging tf.summary.* ops is not compatible with eager execution. Use tf.contrib.summary instead.",0,4,1.0,1000,1000,127.06,4.92
tf.compat.v1.train.assert_global_step,"* Existing ""global_step"" must be a Variable or Tensor: [[[[ 46  27 214 ... 225  68 102]
* Existing ""global_step"" must be a Variable or Tensor: [[[False False  True ... False False False]
* Existing ""global_step"" must be a Variable or Tensor: [[ 7.55298575e+17+0.00000000e+00j -8.43873758e+17+1.94098878e+09j
* Existing ""global_step"" must be a Variable or Tensor: -O
* Existing ""global_step"" must be a Variable or Tensor: 58NIAL&1x$%)qevhbcFbi= \je9H[mI7PRjGd]A>Matk;{?xl[U'wS]iw['F~EdP1?: ;x$uA39Q;</_Bzc",0,607,1.0,983,983,120.4,165.18
tf.compat.v1.train.basic_train_loop,"* 'numpy.ndarray' object has no attribute 'managed_session'
* basic_train_loop() missing 2 required positional arguments: 'supervisor' and 'train_step_fn'",0,2,1.0,1000,1000,128.21,4.12
tf.compat.v1.train.cosine_decay,"* cosine_decay() missing 3 required positional arguments: 'learning_rate', 'global_step', and 'decay_steps'",0,1,0.0,1000,1,117.63,N/A
tf.compat.v1.train.cosine_decay_restarts,"* cosine_decay_restarts() missing 3 required positional arguments: 'learning_rate', 'global_step', and 'first_decay_steps'",0,1,0.0,1000,1,118.09,N/A
tf.compat.v1.train.create_global_step,"* 'numpy.int32' object has no attribute 'get_collection'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,2,0.88,483,425,120.41,0.88
tf.compat.v1.train.experimental.enable_mixed_precision_graph_rewrite,"* ""opt"" must be an instance of a tf.train.Optimizer or a tf.keras.optimizers.Optimizer, but got: [[[[-128   50   25  -58   19  -39  -38   -1   19  106  -88  -87  -41
* ""opt"" must be an instance of a tf.train.Optimizer or a tf.keras.optimizers.Optimizer, but got: [[[ 84 176  22 234 244 206 162 148 145  66 254 150  50 197 212]
* ""opt"" must be an instance of a tf.train.Optimizer or a tf.keras.optimizers.Optimizer, but got: [[[ 39  63  35 249  17  43  95 103 180 127 118 213   1 219 207]]
* ""opt"" must be an instance of a tf.train.Optimizer or a tf.keras.optimizers.Optimizer, but got: [[[-8831475054860366392  2706296625471713392  5743956586578351698
* ""opt"" must be an instance of a tf.train.Optimizer or a tf.keras.optimizers.Optimizer, but got: [[ 1.84822592e+08+14063.937j  -9.73349824e+08+32299.535j",0,557,1.0,1000,1000,121.09,167.38
tf.compat.v1.train.exponential_decay,"* exponential_decay() missing 4 required positional arguments: 'learning_rate', 'global_step', 'decay_steps', and 'decay_rate'",0,1,0.0,1000,1,117.73,N/A
tf.compat.v1.train.export_meta_graph,"* 'numpy.int16' object has no attribute 'versions'
* Exporting/importing meta graphs is not supported when eager execution is enabled. No graph exists when eager execution is enabled.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* 'numpy.float32' object has no attribute 'graph_def_versions'",0,4,1.0,998,998,126.52,5.21
tf.compat.v1.train.generate_checkpoint_state_proto,"* expected str, bytes or os.PathLike object, not numpy.ndarray
* 'str' object has no attribute 'append'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* generate_checkpoint_state_proto() missing 2 required positional arguments: 'save_dir' and 'model_checkpoint_path'
* array([[[-3249594698110227264, -7087710847889517695,",0,5,1.0,1000,1000,125.41,4.39
tf.compat.v1.train.get_or_create_global_step,"* 'str' object has no attribute 'get_collection'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,2,0.92,526,484,119.5,1.15
tf.compat.v1.train.global_step,"* 'numpy.ndarray' object has no attribute 'numpy'
* global_step() missing 2 required positional arguments: 'sess' and 'global_step_tensor'",0,2,1.0,1000,1000,123.92,3.76
